Check failed for (fp80): alpha = -6.28318530717958647703; beta = -1.57079632679489661926; diff = 1.08420217248550443401e-19; -1000/1000
Check failed for (fp80): alpha = -0.961327351998476730961; beta = -0.24033183799961918274; diff = 1.08420217248550443401e-19; -153/1000
Check failed for (fp80): alpha = -0.948760981384117558005; beta = -0.237190245346029389501; diff = 1.08420217248550443401e-19; -151/1000
Check failed for (fp80): alpha = -0.923628240155399212092; beta = -0.230907060038849803023; diff = 1.08420217248550443401e-19; -147/1000
Check failed for (fp80): alpha = -0.917345054848219625641; beta = -0.22933626371205490641; diff = 1.08420217248550443401e-19; -146/1000
Check failed for (fp80): alpha = -0.904778684233860452685; beta = -0.226194671058465113171; diff = 1.08420217248550443401e-19; -144/1000
Check failed for (fp80): alpha = -0.892212313619501279729; beta = -0.223053078404875319932; diff = 1.08420217248550443401e-19; -142/1000
Check failed for (fp80): alpha = -0.879645943005142106773; beta = -0.219911485751285526693; diff = 1.08420217248550443401e-19; -140/1000
Check failed for (fp80): alpha = -0.848230016469244174409; beta = -0.212057504117311043602; diff = 1.08420217248550443401e-19; -135/1000
Check failed for (fp80): alpha = -0.841946831162064587904; beta = -0.210486707790516146976; diff = 1.08420217248550443401e-19; -134/1000
Check failed for (fp80): alpha = -0.835663645854885001453; beta = -0.208915911463721250363; diff = 1.08420217248550443401e-19; -133/1000
Check failed for (fp80): alpha = -0.823097275240525828497; beta = -0.205774318810131457124; diff = 1.08420217248550443401e-19; -131/1000
Check failed for (fp80): alpha = -0.816814089933346241992; beta = -0.204203522483336560498; diff = 1.08420217248550443401e-19; -130/1000
Check failed for (fp80): alpha = -0.804247719318987069035; beta = -0.201061929829746767259; diff = 1.08420217248550443401e-19; -128/1000
Check failed for (fp80): alpha = -0.797964534011807482584; beta = -0.199491133502951870646; diff = 1.08420217248550443401e-19; -127/1000
Check failed for (fp80): alpha = -0.779114978090268723123; beta = -0.194778744522567180781; diff = 1.08420217248550443401e-19; -124/1000
Check failed for (fp80): alpha = -0.772831792783089136672; beta = -0.193207948195772284168; diff = 1.08420217248550443401e-19; -123/1000
Check failed for (fp80): alpha = -0.753982236861550377211; beta = -0.188495559215387594303; diff = 1.08420217248550443401e-19; -120/1000
Check failed for (fp80): alpha = -0.741415866247191204309; beta = -0.185353966561797801077; diff = 1.08420217248550443401e-19; -118/1000
Check failed for (fp80): alpha = -0.735132680940011617803; beta = -0.183783170235002904451; diff = 1.08420217248550443401e-19; -117/1000
Check failed for (fp80): alpha = -0.728849495632832031352; beta = -0.182212373908208007838; diff = 1.08420217248550443401e-19; -116/1000
Check failed for (fp80): alpha = -0.70371675440411368544; beta = -0.17592918860102842136; diff = 1.08420217248550443401e-19; -112/1000
Check failed for (fp80): alpha = -0.697433569096934098935; beta = -0.174358392274233524734; diff = 1.08420217248550443401e-19; -111/1000
Check failed for (fp80): alpha = -0.672300827868215753022; beta = -0.168075206967053938256; diff = 1.08420217248550443401e-19; -107/1000
Check failed for (fp80): alpha = -0.640884901332317820659; beta = -0.160221225333079455165; diff = 1.08420217248550443401e-19; -102/1000
Check failed for (fp80): alpha = -0.609468974796419888295; beta = -0.152367243699104972074; diff = 1.08420217248550443401e-19; -97/1000
Check failed for (fp80): alpha = -0.590619418874881128834; beta = -0.147654854718720282208; diff = 1.08420217248550443401e-19; -94/1000
Check failed for (fp80): alpha = -0.578053048260521955878; beta = -0.144513262065130488969; diff = 1.08420217248550443401e-19; -92/1000
Check failed for (fp80): alpha = -0.552920307031803610019; beta = -0.138230076757950902505; diff = 1.08420217248550443401e-19; -88/1000
Check failed for (fp80): alpha = -0.546637121724624023514; beta = -0.136659280431156005879; diff = 1.08420217248550443401e-19; -87/1000
Check failed for (fp80): alpha = -0.540353936417444437009; beta = -0.135088484104361109252; diff = 1.08420217248550443401e-19; -86/1000
Check failed for (fp80): alpha = -0.527787565803085264053; beta = -0.131946891450771316013; diff = 1.08420217248550443401e-19; -84/1000
Check failed for (fp80): alpha = -0.521504380495905677602; beta = -0.1303760951239764194; diff = 1.08420217248550443401e-19; -83/1000
Check failed for (fp80): alpha = -0.50265482457436691814; beta = -0.125663706143591729535; diff = 1.08420217248550443401e-19; -80/1000
Check failed for (fp80): alpha = -0.496371639267187331662; beta = -0.124092909816796832916; diff = 1.08420217248550443401e-19; -79/1000
Check failed for (fp80): alpha = -0.483805268652828158706; beta = -0.120951317163207039677; diff = 1.08420217248550443401e-19; -77/1000
Check failed for (fp80): alpha = -0.458672527424109812821; beta = -0.114668131856027453205; diff = 1.08420217248550443401e-19; -73/1000
Check failed for (fp80): alpha = -0.452389342116930226343; beta = -0.113097335529232556586; diff = 1.08420217248550443401e-19; -72/1000
Check failed for (fp80): alpha = -0.439822971502571053386; beta = -0.109955742875642763347; diff = 1.08420217248550443401e-19; -70/1000
Check failed for (fp80): alpha = -0.433539786195391466908; beta = -0.108384946548847866727; diff = 1.08420217248550443401e-19; -69/1000
Check failed for (fp80): alpha = -0.42725660088821188043; beta = -0.106814150222052970108; diff = 1.08420217248550443401e-19; -68/1000
Check failed for (fp80): alpha = -0.39584067435231394804; beta = -0.0989601685880784870099; diff = 1.08420217248550443401e-19; -63/1000
Check failed for (fp80): alpha = -0.383274303737954775083; beta = -0.0958185759344886937708; diff = 1.08420217248550443401e-19; -61/1000
Check failed for (fp80): alpha = -0.345575191894877256242; beta = -0.0863937979737193140605; diff = 1.08420217248550443401e-19; -55/1000
Check failed for (fp80): alpha = -0.333008821280518083286; beta = -0.0832522053201295208214; diff = 1.08420217248550443401e-19; -53/1000
Check failed for (fp80): alpha = -0.326725635973338496808; beta = -0.0816814089933346242019; diff = 1.08420217248550443401e-19; -52/1000
Check failed for (fp80): alpha = -0.307876080051799737373; beta = -0.0769690200129499343433; diff = 1.08420217248550443401e-19; -49/1000
Check failed for (fp80): alpha = -0.289026524130260977939; beta = -0.0722566310325652444847; diff = 1.08420217248550443401e-19; -46/1000
Check failed for (fp80): alpha = -0.27646015351590180501; beta = -0.0691150383789754512524; diff = 1.08420217248550443401e-19; -44/1000
Check failed for (fp80): alpha = -0.25132741228718345907; beta = -0.0628318530717958647675; diff = 1.08420217248550443401e-19; -40/1000
Check failed for (fp80): alpha = -0.213628300444105940215; beta = -0.0534070751110264850538; diff = 1.08420217248550443401e-19; -34/1000
Check failed for (fp80): alpha = -0.207345115136926353737; beta = -0.0518362787842315884342; diff = 1.08420217248550443401e-19; -33/1000
Check failed for (fp80): alpha = -0.182212373908208007838; beta = -0.0455530934770520019595; diff = 1.08420217248550443401e-19; -29/1000
Check failed for (fp80): alpha = -0.169646003293848834882; beta = -0.0424115008234622087205; diff = 1.08420217248550443401e-19; -27/1000
Check failed for (fp80): alpha = -0.138230076757950902505; beta = -0.0345575191894877256262; diff = 1.08420217248550443401e-19; -22/1000
Check failed for (fp80): alpha = -0.0942477796076937971513; beta = -0.0235619449019234492878; diff = 1.08420217248550443401e-19; -15/1000
Check failed for (fp80): alpha = -0.0753982236861550377238; beta = -0.0188495559215387594309; diff = 1.08420217248550443401e-19; -12/1000
Check failed for (fp80): alpha = -0.0691150383789754512524; beta = -0.0172787595947438628131; diff = 1.08420217248550443401e-19; -11/1000
Check failed for (fp80): alpha = -0.0502654824574366918147; beta = -0.0125663706143591729537; diff = 1.08420217248550443401e-19; -8/1000
Check failed for (fp80): alpha = -0.0125663706143591729537; beta = -0.00314159265358979323842; diff = 1.08420217248550443401e-19; -2/1000
Check failed for (fp80): alpha = -0.00628318530717958647684; beta = -0.00157079632679489661921; diff = 1.08420217248550443401e-19; -1/1000
Check failed for (fp80): alpha = 0.00628318530717958647684; beta = 0.00157079632679489661921; diff = 1.08420217248550443401e-19; 1/1000
Check failed for (fp80): alpha = 0.0125663706143591729537; beta = 0.00314159265358979323842; diff = 1.08420217248550443401e-19; 2/1000
Check failed for (fp80): alpha = 0.0502654824574366918147; beta = 0.0125663706143591729537; diff = 1.08420217248550443401e-19; 8/1000
Check failed for (fp80): alpha = 0.0691150383789754512524; beta = 0.0172787595947438628131; diff = 1.08420217248550443401e-19; 11/1000
Check failed for (fp80): alpha = 0.0753982236861550377238; beta = 0.0188495559215387594309; diff = 1.08420217248550443401e-19; 12/1000
Check failed for (fp80): alpha = 0.0942477796076937971513; beta = 0.0235619449019234492878; diff = 1.08420217248550443401e-19; 15/1000
Check failed for (fp80): alpha = 0.138230076757950902505; beta = 0.0345575191894877256262; diff = 1.08420217248550443401e-19; 22/1000
Check failed for (fp80): alpha = 0.169646003293848834882; beta = 0.0424115008234622087205; diff = 1.08420217248550443401e-19; 27/1000
Check failed for (fp80): alpha = 0.182212373908208007838; beta = 0.0455530934770520019595; diff = 1.08420217248550443401e-19; 29/1000
Check failed for (fp80): alpha = 0.207345115136926353737; beta = 0.0518362787842315884342; diff = 1.08420217248550443401e-19; 33/1000
Check failed for (fp80): alpha = 0.213628300444105940215; beta = 0.0534070751110264850538; diff = 1.08420217248550443401e-19; 34/1000
Check failed for (fp80): alpha = 0.25132741228718345907; beta = 0.0628318530717958647675; diff = 1.08420217248550443401e-19; 40/1000
Check failed for (fp80): alpha = 0.27646015351590180501; beta = 0.0691150383789754512524; diff = 1.08420217248550443401e-19; 44/1000
Check failed for (fp80): alpha = 0.289026524130260977939; beta = 0.0722566310325652444847; diff = 1.08420217248550443401e-19; 46/1000
Check failed for (fp80): alpha = 0.307876080051799737373; beta = 0.0769690200129499343433; diff = 1.08420217248550443401e-19; 49/1000
Check failed for (fp80): alpha = 0.326725635973338496808; beta = 0.0816814089933346242019; diff = 1.08420217248550443401e-19; 52/1000
Check failed for (fp80): alpha = 0.333008821280518083286; beta = 0.0832522053201295208214; diff = 1.08420217248550443401e-19; 53/1000
Check failed for (fp80): alpha = 0.345575191894877256242; beta = 0.0863937979737193140605; diff = 1.08420217248550443401e-19; 55/1000
Check failed for (fp80): alpha = 0.383274303737954775083; beta = 0.0958185759344886937708; diff = 1.08420217248550443401e-19; 61/1000
Check failed for (fp80): alpha = 0.39584067435231394804; beta = 0.0989601685880784870099; diff = 1.08420217248550443401e-19; 63/1000
Check failed for (fp80): alpha = 0.42725660088821188043; beta = 0.106814150222052970108; diff = 1.08420217248550443401e-19; 68/1000
Check failed for (fp80): alpha = 0.433539786195391466908; beta = 0.108384946548847866727; diff = 1.08420217248550443401e-19; 69/1000
Check failed for (fp80): alpha = 0.439822971502571053386; beta = 0.109955742875642763347; diff = 1.08420217248550443401e-19; 70/1000
Check failed for (fp80): alpha = 0.452389342116930226343; beta = 0.113097335529232556586; diff = 1.08420217248550443401e-19; 72/1000
Check failed for (fp80): alpha = 0.458672527424109812821; beta = 0.114668131856027453205; diff = 1.08420217248550443401e-19; 73/1000
Check failed for (fp80): alpha = 0.483805268652828158706; beta = 0.120951317163207039677; diff = 1.08420217248550443401e-19; 77/1000
Check failed for (fp80): alpha = 0.496371639267187331662; beta = 0.124092909816796832916; diff = 1.08420217248550443401e-19; 79/1000
Check failed for (fp80): alpha = 0.50265482457436691814; beta = 0.125663706143591729535; diff = 1.08420217248550443401e-19; 80/1000
Check failed for (fp80): alpha = 0.521504380495905677602; beta = 0.1303760951239764194; diff = 1.08420217248550443401e-19; 83/1000
Check failed for (fp80): alpha = 0.527787565803085264053; beta = 0.131946891450771316013; diff = 1.08420217248550443401e-19; 84/1000
Check failed for (fp80): alpha = 0.540353936417444437009; beta = 0.135088484104361109252; diff = 1.08420217248550443401e-19; 86/1000
Check failed for (fp80): alpha = 0.546637121724624023514; beta = 0.136659280431156005879; diff = 1.08420217248550443401e-19; 87/1000
Check failed for (fp80): alpha = 0.552920307031803610019; beta = 0.138230076757950902505; diff = 1.08420217248550443401e-19; 88/1000
Check failed for (fp80): alpha = 0.578053048260521955878; beta = 0.144513262065130488969; diff = 1.08420217248550443401e-19; 92/1000
Check failed for (fp80): alpha = 0.590619418874881128834; beta = 0.147654854718720282208; diff = 1.08420217248550443401e-19; 94/1000
Check failed for (fp80): alpha = 0.609468974796419888295; beta = 0.152367243699104972074; diff = 1.08420217248550443401e-19; 97/1000
Check failed for (fp80): alpha = 0.640884901332317820659; beta = 0.160221225333079455165; diff = 1.08420217248550443401e-19; 102/1000
Check failed for (fp80): alpha = 0.672300827868215753022; beta = 0.168075206967053938256; diff = 1.08420217248550443401e-19; 107/1000
Check failed for (fp80): alpha = 0.697433569096934098935; beta = 0.174358392274233524734; diff = 1.08420217248550443401e-19; 111/1000
Check failed for (fp80): alpha = 0.70371675440411368544; beta = 0.17592918860102842136; diff = 1.08420217248550443401e-19; 112/1000
Check failed for (fp80): alpha = 0.728849495632832031352; beta = 0.182212373908208007838; diff = 1.08420217248550443401e-19; 116/1000
Check failed for (fp80): alpha = 0.735132680940011617803; beta = 0.183783170235002904451; diff = 1.08420217248550443401e-19; 117/1000
Check failed for (fp80): alpha = 0.741415866247191204309; beta = 0.185353966561797801077; diff = 1.08420217248550443401e-19; 118/1000
Check failed for (fp80): alpha = 0.753982236861550377211; beta = 0.188495559215387594303; diff = 1.08420217248550443401e-19; 120/1000
Check failed for (fp80): alpha = 0.772831792783089136672; beta = 0.193207948195772284168; diff = 1.08420217248550443401e-19; 123/1000
Check failed for (fp80): alpha = 0.779114978090268723123; beta = 0.194778744522567180781; diff = 1.08420217248550443401e-19; 124/1000
Check failed for (fp80): alpha = 0.797964534011807482584; beta = 0.199491133502951870646; diff = 1.08420217248550443401e-19; 127/1000
Check failed for (fp80): alpha = 0.804247719318987069035; beta = 0.201061929829746767259; diff = 1.08420217248550443401e-19; 128/1000
Check failed for (fp80): alpha = 0.816814089933346241992; beta = 0.204203522483336560498; diff = 1.08420217248550443401e-19; 130/1000
Check failed for (fp80): alpha = 0.823097275240525828497; beta = 0.205774318810131457124; diff = 1.08420217248550443401e-19; 131/1000
Check failed for (fp80): alpha = 0.835663645854885001453; beta = 0.208915911463721250363; diff = 1.08420217248550443401e-19; 133/1000
Check failed for (fp80): alpha = 0.841946831162064587904; beta = 0.210486707790516146976; diff = 1.08420217248550443401e-19; 134/1000
Check failed for (fp80): alpha = 0.848230016469244174409; beta = 0.212057504117311043602; diff = 1.08420217248550443401e-19; 135/1000
Check failed for (fp80): alpha = 0.879645943005142106773; beta = 0.219911485751285526693; diff = 1.08420217248550443401e-19; 140/1000
Check failed for (fp80): alpha = 0.892212313619501279729; beta = 0.223053078404875319932; diff = 1.08420217248550443401e-19; 142/1000
Check failed for (fp80): alpha = 0.904778684233860452685; beta = 0.226194671058465113171; diff = 1.08420217248550443401e-19; 144/1000
Check failed for (fp80): alpha = 0.917345054848219625641; beta = 0.22933626371205490641; diff = 1.08420217248550443401e-19; 146/1000
Check failed for (fp80): alpha = 0.923628240155399212092; beta = 0.230907060038849803023; diff = 1.08420217248550443401e-19; 147/1000
Check failed for (fp80): alpha = 0.948760981384117558005; beta = 0.237190245346029389501; diff = 1.08420217248550443401e-19; 151/1000
Check failed for (fp80): alpha = 0.961327351998476730961; beta = 0.24033183799961918274; diff = 1.08420217248550443401e-19; 153/1000
Check failed for (fp80): alpha = 0.973893722612835903971; beta = 0.243473430653208975993; diff = 1.08420217248550443401e-19; 155/1000
Check failed for (fp80): alpha = 0.986460093227195076928; beta = 0.246615023306798769232; diff = 1.08420217248550443401e-19; 157/1000
Check failed for (fp80): alpha = 1.00530964914873383628; beta = 0.25132741228718345907; diff = 1.08420217248550443401e-19; 160/1000
Check failed for (fp80): alpha = 1.0241592050702725958; beta = 0.256039801267568148949; diff = 1.08420217248550443401e-19; 163/1000
Check failed for (fp80): alpha = 1.03044239037745218219; beta = 0.257610597594363045548; diff = 1.08420217248550443401e-19; 164/1000
Check failed for (fp80): alpha = 1.0367255756846317687; beta = 0.259181393921157942175; diff = 1.08420217248550443401e-19; 165/1000
Check failed for (fp80): alpha = 1.0430087609918113552; beta = 0.260752190247952838801; diff = 1.08420217248550443401e-19; 166/1000
Check failed for (fp80): alpha = 1.05557513160617052811; beta = 0.263893782901542632026; diff = 1.08420217248550443401e-19; 168/1000
Check failed for (fp80): alpha = 1.06814150222052970112; beta = 0.267035375555132425279; diff = 1.08420217248550443401e-19; 170/1000
Check failed for (fp80): alpha = 1.08699105814206846052; beta = 0.271747764535517115131; diff = 1.08420217248550443401e-19; 173/1000
Check failed for (fp80): alpha = 1.09327424344924804703; beta = 0.273318560862312011757; diff = 1.08420217248550443401e-19; 174/1000
Check failed for (fp80): alpha = 1.10584061406360722004; beta = 0.27646015351590180501; diff = 1.08420217248550443401e-19; 176/1000
Check failed for (fp80): alpha = 1.12469016998514597934; beta = 0.281172542496286494834; diff = 1.08420217248550443401e-19; 179/1000
Check failed for (fp80): alpha = 1.15610609652104391176; beta = 0.289026524130260977939; diff = 1.08420217248550443401e-19; 184/1000
Check failed for (fp80): alpha = 1.16238928182822349826; beta = 0.290597320457055874565; diff = 1.08420217248550443401e-19; 185/1000
Check failed for (fp80): alpha = 1.17495565244258267127; beta = 0.293738913110645667818; diff = 1.08420217248550443401e-19; 187/1000
Check failed for (fp80): alpha = 1.18752202305694184417; beta = 0.296880505764235461043; diff = 1.08420217248550443401e-19; 189/1000
Check failed for (fp80): alpha = 1.19380520836412143057; beta = 0.298451302091030357642; diff = 1.08420217248550443401e-19; 190/1000
Check failed for (fp80): alpha = 1.20637157897848060358; beta = 0.301592894744620150895; diff = 1.08420217248550443401e-19; 192/1000
Check failed for (fp80): alpha = 1.21893794959283977659; beta = 0.304734487398209944148; diff = 1.08420217248550443401e-19; 194/1000
Check failed for (fp80): alpha = 1.22522113490001936299; beta = 0.306305283725004840747; diff = 1.08420217248550443401e-19; 195/1000
Check failed for (fp80): alpha = 1.2440706908215581225; beta = 0.311017672705389530626; diff = 1.08420217248550443401e-19; 198/1000
Check failed for (fp80): alpha = 1.29433617327899481433; beta = 0.323584043319748703582; diff = 1.08420217248550443401e-19; 206/1000
Check failed for (fp80): alpha = 1.31946891450771316013; beta = 0.329867228626928290033; diff = 1.08420217248550443401e-19; 210/1000
Check failed for (fp80): alpha = 1.34460165573643150604; beta = 0.336150413934107876511; diff = 1.08420217248550443401e-19; 214/1000
Check failed for (fp80): alpha = 1.35716802635079067905; beta = 0.339292006587697669764; diff = 1.08420217248550443401e-19; 216/1000
Check failed for (fp80): alpha = 1.36345121165797026556; beta = 0.34086280291449256639; diff = 1.08420217248550443401e-19; 217/1000
Check failed for (fp80): alpha = 1.38230076757950902497; beta = 0.345575191894877256242; diff = 1.08420217248550443401e-19; 220/1000
Check failed for (fp80): alpha = 1.41371669411540695728; beta = 0.353429173528851739319; diff = 1.08420217248550443401e-19; 225/1000
Check failed for (fp80): alpha = 1.41999987942258654378; beta = 0.354999969855646635945; diff = 1.08420217248550443401e-19; 226/1000
Check failed for (fp80): alpha = 1.4576989912656640627; beta = 0.364424747816416015676; diff = 1.08420217248550443401e-19; 232/1000
Check failed for (fp80): alpha = 1.4639821765728436491; beta = 0.365995544143210912275; diff = 1.08420217248550443401e-19; 233/1000
Check failed for (fp80): alpha = 1.50168128841592116802; beta = 0.375420322103980292006; diff = 5.42101086242752217004e-20; 239/1000
Check failed for (fp80): alpha = 1.52053084433745992743; beta = 0.380132711084364981858; diff = 5.42101086242752217004e-20; 242/1000
Check failed for (fp80): alpha = 1.52681402964463951394; beta = 0.381703507411159878484; diff = 5.42101086242752217004e-20; 243/1000
Check failed for (fp80): alpha = 1.53309721495181910033; beta = 0.383274303737954775083; diff = 5.42101086242752217004e-20; 244/1000
Check failed for (fp80): alpha = 1.56451314148771703286; beta = 0.391128285371929258215; diff = 5.42101086242752217004e-20; 249/1000
Check failed for (fp80): alpha = 1.57079632679489661926; beta = 0.392699081698724154814; diff = 1.08420217248550443401e-19; 250/1000
Check failed for (fp80): alpha = 1.57707951210207620565; beta = 0.394269878025519051413; diff = 5.42101086242752217004e-20; 251/1000
Check failed for (fp80): alpha = 1.59592906802361496517; beta = 0.398982267005903741292; diff = 5.42101086242752217004e-20; 254/1000
Check failed for (fp80): alpha = 1.60221225333079455157; beta = 0.400553063332698637891; diff = 5.42101086242752217004e-20; 255/1000
Check failed for (fp80): alpha = 1.60849543863797413807; beta = 0.402123859659493534518; diff = 5.42101086242752217004e-20; 256/1000
Check failed for (fp80): alpha = 1.63362817986669248398; beta = 0.408407044966673120996; diff = 5.42101086242752217004e-20; 260/1000
Check failed for (fp80): alpha = 1.64619455048105165699; beta = 0.411548637620262914248; diff = 5.42101086242752217004e-20; 262/1000
Check failed for (fp80): alpha = 1.66504410640259041629; beta = 0.416261026600647604073; diff = 5.42101086242752217004e-20; 265/1000
Check failed for (fp80): alpha = 1.67132729170977000291; beta = 0.417831822927442500727; diff = 1.08420217248550443401e-19; 266/1000
Check failed for (fp80): alpha = 1.68389366232412917581; beta = 0.420973415581032293952; diff = 5.42101086242752217004e-20; 268/1000
Check failed for (fp80): alpha = 1.6901768476313087622; beta = 0.422544211907827190551; diff = 5.42101086242752217004e-20; 269/1000
Check failed for (fp80): alpha = 1.69646003293848834882; beta = 0.424115008234622087205; diff = 5.42101086242752217004e-20; 270/1000
Check failed for (fp80): alpha = 1.70902640355284752172; beta = 0.42725660088821188043; diff = 5.42101086242752217004e-20; 272/1000
Check failed for (fp80): alpha = 1.71530958886002710812; beta = 0.428827397215006777029; diff = 5.42101086242752217004e-20; 273/1000
Check failed for (fp80): alpha = 1.72159277416720669473; beta = 0.430398193541801673683; diff = 1.08420217248550443401e-19; 274/1000
Check failed for (fp80): alpha = 1.72787595947438628124; beta = 0.431968989868596570309; diff = 5.42101086242752217004e-20; 275/1000
Check failed for (fp80): alpha = 1.73415914478156586763; beta = 0.433539786195391466908; diff = 1.08420217248550443401e-19; 276/1000
Check failed for (fp80): alpha = 1.74672551539592504054; beta = 0.436681378848981260134; diff = 1.08420217248550443401e-19; 278/1000
Check failed for (fp80): alpha = 1.75300870070310462715; beta = 0.438252175175776156787; diff = 1.08420217248550443401e-19; 279/1000
Check failed for (fp80): alpha = 1.75929188601028421355; beta = 0.439822971502571053386; diff = 5.42101086242752217004e-20; 280/1000
Check failed for (fp80): alpha = 1.76557507131746380005; beta = 0.441393767829365950013; diff = 5.42101086242752217004e-20; 281/1000
Check failed for (fp80): alpha = 1.77185825662464338645; beta = 0.442964564156160846612; diff = 5.42101086242752217004e-20; 282/1000
Check failed for (fp80): alpha = 1.77814144193182297306; beta = 0.444535360482955743265; diff = 5.42101086242752217004e-20; 283/1000
Check failed for (fp80): alpha = 1.78442462723900255946; beta = 0.446106156809750639864; diff = 5.42101086242752217004e-20; 284/1000
Check failed for (fp80): alpha = 1.79070781254618214596; beta = 0.447676953136545536491; diff = 1.08420217248550443401e-19; 285/1000
Check failed for (fp80): alpha = 1.79699099785336173236; beta = 0.44924774946334043309; diff = 5.42101086242752217004e-20; 286/1000
Check failed for (fp80): alpha = 1.80327418316054131897; beta = 0.450818545790135329743; diff = 5.42101086242752217004e-20; 287/1000
Check failed for (fp80): alpha = 1.81584055377490049188; beta = 0.453960138443725122969; diff = 5.42101086242752217004e-20; 289/1000
Check failed for (fp80): alpha = 1.82212373908208007827; beta = 0.455530934770520019568; diff = 5.42101086242752217004e-20; 290/1000
Check failed for (fp80): alpha = 1.84725648031079842418; beta = 0.461814120077699606046; diff = 5.42101086242752217004e-20; 294/1000
Check failed for (fp80): alpha = 1.85353966561797801069; beta = 0.463384916404494502673; diff = 5.42101086242752217004e-20; 295/1000
Check failed for (fp80): alpha = 1.8598228509251575973; beta = 0.464955712731289399326; diff = 1.08420217248550443401e-19; 296/1000
Check failed for (fp80): alpha = 1.88495559215387594322; beta = 0.471238898038468985804; diff = 1.08420217248550443401e-19; 300/1000
Check failed for (fp80): alpha = 1.91637151868977387553; beta = 0.479092879672443468881; diff = 5.42101086242752217004e-20; 305/1000
Check failed for (fp80): alpha = 1.92265470399695346192; beta = 0.480663675999238365481; diff = 5.42101086242752217004e-20; 306/1000
Check failed for (fp80): alpha = 1.94778744522567180794; beta = 0.486946861306417951986; diff = 5.42101086242752217004e-20; 310/1000
Check failed for (fp80): alpha = 1.97292018645439015386; beta = 0.493230046613597538464; diff = 5.42101086242752217004e-20; 314/1000
Check failed for (fp80): alpha = 1.98548655706874932665; beta = 0.496371639267187331662; diff = 8.13151629364128325506e-20; 316/1000
Check failed for (fp80): alpha = 1.99176974237592891326; beta = 0.497942435593982228316; diff = 8.13151629364128325506e-20; 317/1000
Check failed for (fp80): alpha = 2.01061929829746767256; beta = 0.50265482457436691814; diff = 8.13151629364128325506e-20; 320/1000
Check failed for (fp80): alpha = 2.02946885421900643219; beta = 0.507367213554751608046; diff = 5.42101086242752217004e-20; 323/1000
Check failed for (fp80): alpha = 2.04831841014054519159; beta = 0.512079602535136297898; diff = 5.42101086242752217004e-20; 326/1000
Check failed for (fp80): alpha = 2.12999981913387981584; beta = 0.532499954783469953959; diff = 5.42101086242752217004e-20; 339/1000
Check failed for (fp80): alpha = 2.17398211628413692105; beta = 0.543495529071034230262; diff = 8.13151629364128325506e-20; 346/1000
Check failed for (fp80): alpha = 2.18026530159131650766; beta = 0.545066325397829126915; diff = 1.08420217248550443401e-19; 347/1000
Check failed for (fp80): alpha = 2.21168122812721444008; beta = 0.552920307031803610019; diff = 5.42101086242752217004e-20; 352/1000
Check failed for (fp80): alpha = 2.21796441343439402647; beta = 0.554491103358598506619; diff = 5.42101086242752217004e-20; 353/1000
Check failed for (fp80): alpha = 2.24309715466311237228; beta = 0.56077428866577809307; diff = 6.77626357803440271255e-20; 357/1000
Check failed for (fp80): alpha = 2.24938033997029195868; beta = 0.562345084992572989669; diff = 1.21972744404619248826e-19; 358/1000
Check failed for (fp80): alpha = 2.25566352527747154529; beta = 0.563915881319367886322; diff = 1.08420217248550443401e-19; 359/1000
Check failed for (fp80): alpha = 2.2619467105846511319; beta = 0.565486677646162782976; diff = 5.42101086242752217004e-20; 360/1000
Check failed for (fp80): alpha = 2.28079626650618989109; beta = 0.570199066626547472773; diff = 5.42101086242752217004e-20; 363/1000
Check failed for (fp80): alpha = 2.2933626371205490641; beta = 0.573340659280137266026; diff = 8.13151629364128325506e-20; 365/1000
Check failed for (fp80): alpha = 2.30592900773490823711; beta = 0.576482251933727059278; diff = 6.77626357803440271255e-20; 367/1000
Check failed for (fp80): alpha = 2.32477856365644699652; beta = 0.58119464091411174913; diff = 5.42101086242752217004e-20; 370/1000
Check failed for (fp80): alpha = 2.33106174896362658292; beta = 0.582765437240906645729; diff = 6.77626357803440271255e-20; 371/1000
Check failed for (fp80): alpha = 2.34991130488516534254; beta = 0.587477826221291335636; diff = 5.42101086242752217004e-20; 374/1000
Check failed for (fp80): alpha = 2.41902634326414079356; beta = 0.604756585816035198389; diff = 6.77626357803440271255e-20; 385/1000
Check failed for (fp80): alpha = 2.45044226980003872597; beta = 0.612610567450009681494; diff = 7.79270311473956311943e-20; 390/1000
Check failed for (fp80): alpha = 2.45672545510721831259; beta = 0.614181363776804578147; diff = 8.47032947254300339068e-20; 391/1000
Check failed for (fp80): alpha = 2.46300864041439789899; beta = 0.615752160103599474746; diff = 5.42101086242752217004e-20; 392/1000
Check failed for (fp80): alpha = 2.53212367879337335022; beta = 0.633030919698343337554; diff = 8.7244393567192934924e-20; 403/1000
Check failed for (fp80): alpha = 2.56982279063645086903; beta = 0.642455697659112717258; diff = 5.42101086242752217004e-20; 409/1000
Check failed for (fp80): alpha = 2.57610597594363045565; beta = 0.644026493985907613911; diff = 5.42101086242752217004e-20; 410/1000
Check failed for (fp80): alpha = 2.58867234655798962866; beta = 0.647168086639497407164; diff = 5.75982404132924230566e-20; 412/1000
Check failed for (fp80): alpha = 2.60123871717234880145; beta = 0.650309679293087200362; diff = 6.09863722023096244129e-20; 414/1000
