Check failed for (fp64): alpha = -6.27061893656523; beta = -1.56765473414131; diff = 2.22044604925031e-16; -998/1000
Check failed for (fp64): alpha = -1.70902640355285; beta = -0.427256600888212; diff = 1.11022302462516e-16; -272/1000
Check failed for (fp64): alpha = -1.70274321824567; beta = -0.425685804561417; diff = 1.11022302462516e-16; -271/1000
Check failed for (fp64): alpha = -1.69646003293849; beta = -0.424115008234622; diff = 1.11022302462516e-16; -270/1000
Check failed for (fp64): alpha = -1.69017684763131; beta = -0.422544211907827; diff = 1.11022302462516e-16; -269/1000
Check failed for (fp64): alpha = -1.67132729170977; beta = -0.417831822927443; diff = 1.11022302462516e-16; -266/1000
Check failed for (fp64): alpha = -1.66504410640259; beta = -0.416261026600648; diff = 1.11022302462516e-16; -265/1000
Check failed for (fp64): alpha = -1.65876092109541; beta = -0.414690230273853; diff = 1.66533453693773e-16; -264/1000
Check failed for (fp64): alpha = -1.65247773578823; beta = -0.413119433947058; diff = 1.11022302462516e-16; -263/1000
Check failed for (fp64): alpha = -1.64619455048105; beta = -0.411548637620263; diff = 1.11022302462516e-16; -262/1000
Check failed for (fp64): alpha = -1.63991136517387; beta = -0.409977841293468; diff = 1.66533453693773e-16; -261/1000
Check failed for (fp64): alpha = -1.63362817986669; beta = -0.408407044966673; diff = 1.66533453693773e-16; -260/1000
Check failed for (fp64): alpha = -1.62106180925233; beta = -0.405265452313083; diff = 1.11022302462516e-16; -258/1000
Check failed for (fp64): alpha = -1.61477862394515; beta = -0.403694655986288; diff = 1.66533453693773e-16; -257/1000
Check failed for (fp64): alpha = -1.60221225333079; beta = -0.400553063332699; diff = 1.66533453693773e-16; -255/1000
Check failed for (fp64): alpha = -1.59592906802361; beta = -0.398982267005904; diff = 1.11022302462516e-16; -254/1000
Check failed for (fp64): alpha = -1.57707951210208; beta = -0.394269878025519; diff = 1.11022302462516e-16; -251/1000
Check failed for (fp64): alpha = -1.56451314148772; beta = -0.391128285371929; diff = 1.11022302462516e-16; -249/1000
Check failed for (fp64): alpha = -1.5079644737231; beta = -0.376991118430775; diff = 1.11022302462516e-16; -240/1000
Check failed for (fp64): alpha = -1.46398217657284; beta = -0.365995544143211; diff = 1.66533453693773e-16; -233/1000
Check failed for (fp64): alpha = -1.45769899126566; beta = -0.364424747816416; diff = 1.11022302462516e-16; -232/1000
Check failed for (fp64): alpha = -1.40743350880823; beta = -0.351858377202057; diff = 1.38777878078145e-16; -224/1000
Check failed for (fp64): alpha = -1.38230076757951; beta = -0.345575191894877; diff = 1.11022302462516e-16; -220/1000
Check failed for (fp64): alpha = -1.36345121165797; beta = -0.340862802914493; diff = 1.11022302462516e-16; -217/1000
Check failed for (fp64): alpha = -1.30690254389335; beta = -0.326725635973338; diff = 1.2490009027033e-16; -208/1000
Check failed for (fp64): alpha = -1.29433617327899; beta = -0.323584043319749; diff = 1.45716771982052e-16; -206/1000
Check failed for (fp64): alpha = -1.27548661735746; beta = -0.318871654339364; diff = 1.28369537222284e-16; -203/1000
Check failed for (fp64): alpha = -1.2629202467431; beta = -0.315730061685774; diff = 1.23165366794353e-16; -201/1000
Check failed for (fp64): alpha = -1.21893794959284; beta = -0.30473448739821; diff = 1.31838984174237e-16; -194/1000
Check failed for (fp64): alpha = -1.20637157897848; beta = -0.30159289474462; diff = 1.11022302462516e-16; -192/1000
Check failed for (fp64): alpha = -1.1686724671354; beta = -0.292168116783851; diff = 1.11022302462516e-16; -186/1000
Check failed for (fp64): alpha = -1.16238928182822; beta = -0.290597320457056; diff = 1.66533453693773e-16; -185/1000
Check failed for (fp64): alpha = -1.14982291121386; beta = -0.287455727803466; diff = 1.11022302462516e-16; -183/1000
Check failed for (fp64): alpha = -1.1372565405995; beta = -0.284314135149876; diff = 1.11022302462516e-16; -181/1000
Check failed for (fp64): alpha = -1.09327424344925; beta = -0.273318560862312; diff = 1.11022302462516e-16; -174/1000
Check failed for (fp64): alpha = -1.04929194629899; beta = -0.262322986574748; diff = 1.66533453693773e-16; -167/1000
Check failed for (fp64): alpha = -1.03044239037745; beta = -0.257610597594363; diff = 1.11022302462516e-16; -164/1000
Check failed for (fp64): alpha = -1.00530964914873; beta = -0.251327412287183; diff = 1.11022302462516e-16; -160/1000
Check failed for (fp64): alpha = -0.986460093227195; beta = -0.246615023306799; diff = 1.11022302462516e-16; -157/1000
Check failed for (fp64): alpha = -0.980176907920015; beta = -0.245044226980004; diff = 1.11022302462516e-16; -156/1000
Check failed for (fp64): alpha = -0.942477796076938; beta = -0.235619449019234; diff = 1.11022302462516e-16; -150/1000
Check failed for (fp64): alpha = -0.936194610769758; beta = -0.23404865269244; diff = 1.66533453693773e-16; -149/1000
Check failed for (fp64): alpha = -0.929911425462579; beta = -0.232477856365645; diff = 1.66533453693773e-16; -148/1000
Check failed for (fp64): alpha = -0.91106186954104; beta = -0.22776546738526; diff = 1.11022302462516e-16; -145/1000
Check failed for (fp64): alpha = -0.879645943005142; beta = -0.219911485751286; diff = 1.11022302462516e-16; -140/1000
Check failed for (fp64): alpha = -0.848230016469244; beta = -0.212057504117311; diff = 1.66533453693773e-16; -135/1000
Check failed for (fp64): alpha = -0.841946831162065; beta = -0.210486707790516; diff = 1.11022302462516e-16; -134/1000
Check failed for (fp64): alpha = -0.829380460547705; beta = -0.207345115136926; diff = 1.11022302462516e-16; -132/1000
Check failed for (fp64): alpha = -0.816814089933346; beta = -0.204203522483337; diff = 1.11022302462516e-16; -130/1000
Check failed for (fp64): alpha = -0.810530904626167; beta = -0.202632726156542; diff = 1.11022302462516e-16; -129/1000
Check failed for (fp64): alpha = -0.779114978090269; beta = -0.194778744522567; diff = 1.11022302462516e-16; -124/1000
Check failed for (fp64): alpha = -0.75398223686155; beta = -0.188495559215388; diff = 1.11022302462516e-16; -120/1000
Check failed for (fp64): alpha = -0.747699051554371; beta = -0.186924762888593; diff = 1.11022302462516e-16; -119/1000
Check failed for (fp64): alpha = -0.735132680940012; beta = -0.183783170235003; diff = 1.11022302462516e-16; -117/1000
Check failed for (fp64): alpha = -0.722566310325652; beta = -0.180641577581413; diff = 1.11022302462516e-16; -115/1000
Check failed for (fp64): alpha = -0.716283125018473; beta = -0.179070781254618; diff = 1.11022302462516e-16; -114/1000
Check failed for (fp64): alpha = -0.709999939711293; beta = -0.177499984927823; diff = 1.11022302462516e-16; -113/1000
Check failed for (fp64): alpha = -0.703716754404114; beta = -0.175929188601028; diff = 2.22044604925031e-16; -112/1000
Check failed for (fp64): alpha = -0.697433569096934; beta = -0.174358392274234; diff = 1.11022302462516e-16; -111/1000
Check failed for (fp64): alpha = -0.672300827868216; beta = -0.168075206967054; diff = 1.11022302462516e-16; -107/1000
Check failed for (fp64): alpha = -0.659734457253856; beta = -0.164933614313464; diff = 1.11022302462516e-16; -105/1000
Check failed for (fp64): alpha = -0.653451271946677; beta = -0.163362817986669; diff = 1.11022302462516e-16; -104/1000
Check failed for (fp64): alpha = -0.647168086639497; beta = -0.161792021659874; diff = 1.11022302462516e-16; -103/1000
Check failed for (fp64): alpha = -0.60946897479642; beta = -0.152367243699105; diff = 1.11022302462516e-16; -97/1000
Check failed for (fp64): alpha = -0.559203492338983; beta = -0.139800873084746; diff = 1.11022302462516e-16; -89/1000
Check failed for (fp64): alpha = -0.546637121724624; beta = -0.136659280431156; diff = 1.11022302462516e-16; -87/1000
Check failed for (fp64): alpha = -0.534070751110265; beta = -0.133517687777566; diff = 1.11022302462516e-16; -85/1000
Check failed for (fp64): alpha = -0.477522083345649; beta = -0.119380520836412; diff = 1.11022302462516e-16; -76/1000
Check failed for (fp64): alpha = -0.464955712731289; beta = -0.116238928182822; diff = 1.11022302462516e-16; -74/1000
Check failed for (fp64): alpha = -0.45238934211693; beta = -0.113097335529233; diff = 1.11022302462516e-16; -72/1000
Check failed for (fp64): alpha = -0.433539786195391; beta = -0.108384946548848; diff = 1.11022302462516e-16; -69/1000
Check failed for (fp64): alpha = -0.408407044966673; beta = -0.102101761241668; diff = 1.11022302462516e-16; -65/1000
Check failed for (fp64): alpha = -0.402123859659494; beta = -0.100530964914873; diff = 1.11022302462516e-16; -64/1000
Check failed for (fp64): alpha = -0.383274303737955; beta = -0.0958185759344887; diff = 1.11022302462516e-16; -61/1000
Check failed for (fp64): alpha = -0.370707933123596; beta = -0.0926769832808989; diff = 1.11022302462516e-16; -59/1000
Check failed for (fp64): alpha = -0.364424747816416; beta = -0.091106186954104; diff = 1.11022302462516e-16; -58/1000
Check failed for (fp64): alpha = -0.345575191894877; beta = -0.0863937979737193; diff = 1.11022302462516e-16; -55/1000
Check failed for (fp64): alpha = -0.333008821280518; beta = -0.0832522053201295; diff = 1.11022302462516e-16; -53/1000
Check failed for (fp64): alpha = -0.320442450666159; beta = -0.0801106126665397; diff = 1.11022302462516e-16; -51/1000
Check failed for (fp64): alpha = -0.289026524130261; beta = -0.0722566310325652; diff = 1.11022302462516e-16; -46/1000
Check failed for (fp64): alpha = -0.282743338823081; beta = -0.0706858347057703; diff = 1.11022302462516e-16; -45/1000
Check failed for (fp64): alpha = -0.276460153515902; beta = -0.0691150383789754; diff = 1.11022302462516e-16; -44/1000
Check failed for (fp64): alpha = -0.245044226980004; beta = -0.061261056745001; diff = 1.11022302462516e-16; -39/1000
Check failed for (fp64): alpha = -0.232477856365645; beta = -0.0581194640914112; diff = 1.11022302462516e-16; -37/1000
Check failed for (fp64): alpha = -0.213628300444106; beta = -0.0534070751110265; diff = 1.11022302462516e-16; -34/1000
Check failed for (fp64): alpha = -0.207345115136926; beta = -0.0518362787842316; diff = 1.11022302462516e-16; -33/1000
Check failed for (fp64): alpha = -0.188495559215388; beta = -0.0471238898038469; diff = 1.11022302462516e-16; -30/1000
Check failed for (fp64): alpha = -0.175929188601028; beta = -0.0439822971502571; diff = 1.11022302462516e-16; -28/1000
Check failed for (fp64): alpha = -0.15707963267949; beta = -0.0392699081698724; diff = 1.11022302462516e-16; -25/1000
Check failed for (fp64): alpha = -0.15079644737231; beta = -0.0376991118430775; diff = 1.11022302462516e-16; -24/1000
Check failed for (fp64): alpha = -0.14451326206513; beta = -0.0361283155162826; diff = 1.11022302462516e-16; -23/1000
Check failed for (fp64): alpha = -0.125663706143592; beta = -0.0314159265358979; diff = 1.11022302462516e-16; -20/1000
Check failed for (fp64): alpha = -0.119380520836412; beta = -0.029845130209103; diff = 1.11022302462516e-16; -19/1000
Check failed for (fp64): alpha = -0.113097335529233; beta = -0.0282743338823081; diff = 1.11022302462516e-16; -18/1000
Check failed for (fp64): alpha = -0.075398223686155; beta = -0.0188495559215388; diff = 1.11022302462516e-16; -12/1000
Check failed for (fp64): alpha = -0.0314159265358979; beta = -0.00785398163397448; diff = 1.11022302462516e-16; -5/1000
Check failed for (fp64): alpha = -0.0251327412287183; beta = -0.00628318530717959; diff = 1.11022302462516e-16; -4/1000
Check failed for (fp64): alpha = 0.0251327412287183; beta = 0.00628318530717959; diff = 1.11022302462516e-16; 4/1000
Check failed for (fp64): alpha = 0.0314159265358979; beta = 0.00785398163397448; diff = 1.11022302462516e-16; 5/1000
Check failed for (fp64): alpha = 0.075398223686155; beta = 0.0188495559215388; diff = 1.11022302462516e-16; 12/1000
Check failed for (fp64): alpha = 0.113097335529233; beta = 0.0282743338823081; diff = 1.11022302462516e-16; 18/1000
Check failed for (fp64): alpha = 0.119380520836412; beta = 0.029845130209103; diff = 1.11022302462516e-16; 19/1000
Check failed for (fp64): alpha = 0.125663706143592; beta = 0.0314159265358979; diff = 1.11022302462516e-16; 20/1000
Check failed for (fp64): alpha = 0.14451326206513; beta = 0.0361283155162826; diff = 1.11022302462516e-16; 23/1000
Check failed for (fp64): alpha = 0.15079644737231; beta = 0.0376991118430775; diff = 1.11022302462516e-16; 24/1000
Check failed for (fp64): alpha = 0.15707963267949; beta = 0.0392699081698724; diff = 1.11022302462516e-16; 25/1000
Check failed for (fp64): alpha = 0.175929188601028; beta = 0.0439822971502571; diff = 1.11022302462516e-16; 28/1000
Check failed for (fp64): alpha = 0.188495559215388; beta = 0.0471238898038469; diff = 1.11022302462516e-16; 30/1000
Check failed for (fp64): alpha = 0.207345115136926; beta = 0.0518362787842316; diff = 1.11022302462516e-16; 33/1000
Check failed for (fp64): alpha = 0.213628300444106; beta = 0.0534070751110265; diff = 1.11022302462516e-16; 34/1000
Check failed for (fp64): alpha = 0.232477856365645; beta = 0.0581194640914112; diff = 1.11022302462516e-16; 37/1000
Check failed for (fp64): alpha = 0.245044226980004; beta = 0.061261056745001; diff = 1.11022302462516e-16; 39/1000
Check failed for (fp64): alpha = 0.276460153515902; beta = 0.0691150383789754; diff = 1.11022302462516e-16; 44/1000
Check failed for (fp64): alpha = 0.282743338823081; beta = 0.0706858347057703; diff = 1.11022302462516e-16; 45/1000
Check failed for (fp64): alpha = 0.289026524130261; beta = 0.0722566310325652; diff = 1.11022302462516e-16; 46/1000
Check failed for (fp64): alpha = 0.320442450666159; beta = 0.0801106126665397; diff = 1.11022302462516e-16; 51/1000
Check failed for (fp64): alpha = 0.333008821280518; beta = 0.0832522053201295; diff = 1.11022302462516e-16; 53/1000
Check failed for (fp64): alpha = 0.345575191894877; beta = 0.0863937979737193; diff = 1.11022302462516e-16; 55/1000
Check failed for (fp64): alpha = 0.364424747816416; beta = 0.091106186954104; diff = 1.11022302462516e-16; 58/1000
Check failed for (fp64): alpha = 0.370707933123596; beta = 0.0926769832808989; diff = 1.11022302462516e-16; 59/1000
Check failed for (fp64): alpha = 0.383274303737955; beta = 0.0958185759344887; diff = 1.11022302462516e-16; 61/1000
Check failed for (fp64): alpha = 0.402123859659494; beta = 0.100530964914873; diff = 1.11022302462516e-16; 64/1000
Check failed for (fp64): alpha = 0.408407044966673; beta = 0.102101761241668; diff = 1.11022302462516e-16; 65/1000
Check failed for (fp64): alpha = 0.433539786195391; beta = 0.108384946548848; diff = 1.11022302462516e-16; 69/1000
Check failed for (fp64): alpha = 0.45238934211693; beta = 0.113097335529233; diff = 1.11022302462516e-16; 72/1000
Check failed for (fp64): alpha = 0.464955712731289; beta = 0.116238928182822; diff = 1.11022302462516e-16; 74/1000
Check failed for (fp64): alpha = 0.477522083345649; beta = 0.119380520836412; diff = 1.11022302462516e-16; 76/1000
Check failed for (fp64): alpha = 0.534070751110265; beta = 0.133517687777566; diff = 1.11022302462516e-16; 85/1000
Check failed for (fp64): alpha = 0.546637121724624; beta = 0.136659280431156; diff = 1.11022302462516e-16; 87/1000
Check failed for (fp64): alpha = 0.559203492338983; beta = 0.139800873084746; diff = 1.11022302462516e-16; 89/1000
Check failed for (fp64): alpha = 0.60946897479642; beta = 0.152367243699105; diff = 1.11022302462516e-16; 97/1000
Check failed for (fp64): alpha = 0.647168086639497; beta = 0.161792021659874; diff = 1.11022302462516e-16; 103/1000
Check failed for (fp64): alpha = 0.653451271946677; beta = 0.163362817986669; diff = 1.11022302462516e-16; 104/1000
Check failed for (fp64): alpha = 0.659734457253856; beta = 0.164933614313464; diff = 1.11022302462516e-16; 105/1000
Check failed for (fp64): alpha = 0.672300827868216; beta = 0.168075206967054; diff = 1.11022302462516e-16; 107/1000
Check failed for (fp64): alpha = 0.697433569096934; beta = 0.174358392274234; diff = 1.11022302462516e-16; 111/1000
Check failed for (fp64): alpha = 0.703716754404114; beta = 0.175929188601028; diff = 2.22044604925031e-16; 112/1000
Check failed for (fp64): alpha = 0.709999939711293; beta = 0.177499984927823; diff = 1.11022302462516e-16; 113/1000
Check failed for (fp64): alpha = 0.716283125018473; beta = 0.179070781254618; diff = 1.11022302462516e-16; 114/1000
Check failed for (fp64): alpha = 0.722566310325652; beta = 0.180641577581413; diff = 1.11022302462516e-16; 115/1000
Check failed for (fp64): alpha = 0.735132680940012; beta = 0.183783170235003; diff = 1.11022302462516e-16; 117/1000
Check failed for (fp64): alpha = 0.747699051554371; beta = 0.186924762888593; diff = 1.11022302462516e-16; 119/1000
Check failed for (fp64): alpha = 0.75398223686155; beta = 0.188495559215388; diff = 1.11022302462516e-16; 120/1000
Check failed for (fp64): alpha = 0.779114978090269; beta = 0.194778744522567; diff = 1.11022302462516e-16; 124/1000
Check failed for (fp64): alpha = 0.810530904626167; beta = 0.202632726156542; diff = 1.11022302462516e-16; 129/1000
Check failed for (fp64): alpha = 0.816814089933346; beta = 0.204203522483337; diff = 1.11022302462516e-16; 130/1000
Check failed for (fp64): alpha = 0.829380460547705; beta = 0.207345115136926; diff = 1.11022302462516e-16; 132/1000
Check failed for (fp64): alpha = 0.841946831162065; beta = 0.210486707790516; diff = 1.11022302462516e-16; 134/1000
Check failed for (fp64): alpha = 0.848230016469244; beta = 0.212057504117311; diff = 1.66533453693773e-16; 135/1000
Check failed for (fp64): alpha = 0.879645943005142; beta = 0.219911485751286; diff = 1.11022302462516e-16; 140/1000
Check failed for (fp64): alpha = 0.91106186954104; beta = 0.22776546738526; diff = 1.11022302462516e-16; 145/1000
Check failed for (fp64): alpha = 0.929911425462579; beta = 0.232477856365645; diff = 1.66533453693773e-16; 148/1000
Check failed for (fp64): alpha = 0.936194610769758; beta = 0.23404865269244; diff = 1.66533453693773e-16; 149/1000
Check failed for (fp64): alpha = 0.942477796076938; beta = 0.235619449019234; diff = 1.11022302462516e-16; 150/1000
Check failed for (fp64): alpha = 0.980176907920015; beta = 0.245044226980004; diff = 1.11022302462516e-16; 156/1000
Check failed for (fp64): alpha = 0.986460093227195; beta = 0.246615023306799; diff = 1.11022302462516e-16; 157/1000
Check failed for (fp64): alpha = 1.00530964914873; beta = 0.251327412287183; diff = 1.11022302462516e-16; 160/1000
Check failed for (fp64): alpha = 1.03044239037745; beta = 0.257610597594363; diff = 1.11022302462516e-16; 164/1000
Check failed for (fp64): alpha = 1.04929194629899; beta = 0.262322986574748; diff = 1.66533453693773e-16; 167/1000
Check failed for (fp64): alpha = 1.09327424344925; beta = 0.273318560862312; diff = 1.11022302462516e-16; 174/1000
Check failed for (fp64): alpha = 1.1372565405995; beta = 0.284314135149876; diff = 1.11022302462516e-16; 181/1000
Check failed for (fp64): alpha = 1.14982291121386; beta = 0.287455727803466; diff = 1.11022302462516e-16; 183/1000
Check failed for (fp64): alpha = 1.16238928182822; beta = 0.290597320457056; diff = 1.66533453693773e-16; 185/1000
Check failed for (fp64): alpha = 1.1686724671354; beta = 0.292168116783851; diff = 1.11022302462516e-16; 186/1000
Check failed for (fp64): alpha = 1.20637157897848; beta = 0.30159289474462; diff = 1.11022302462516e-16; 192/1000
Check failed for (fp64): alpha = 1.21893794959284; beta = 0.30473448739821; diff = 1.31838984174237e-16; 194/1000
Check failed for (fp64): alpha = 1.2629202467431; beta = 0.315730061685774; diff = 1.23165366794353e-16; 201/1000
Check failed for (fp64): alpha = 1.27548661735746; beta = 0.318871654339364; diff = 1.28369537222284e-16; 203/1000
Check failed for (fp64): alpha = 1.29433617327899; beta = 0.323584043319749; diff = 1.45716771982052e-16; 206/1000
Check failed for (fp64): alpha = 1.30690254389335; beta = 0.326725635973338; diff = 1.2490009027033e-16; 208/1000
Check failed for (fp64): alpha = 1.36345121165797; beta = 0.340862802914493; diff = 1.11022302462516e-16; 217/1000
Check failed for (fp64): alpha = 1.38230076757951; beta = 0.345575191894877; diff = 1.11022302462516e-16; 220/1000
Check failed for (fp64): alpha = 1.40743350880823; beta = 0.351858377202057; diff = 1.38777878078145e-16; 224/1000
Check failed for (fp64): alpha = 1.45769899126566; beta = 0.364424747816416; diff = 1.11022302462516e-16; 232/1000
Check failed for (fp64): alpha = 1.46398217657284; beta = 0.365995544143211; diff = 1.66533453693773e-16; 233/1000
Check failed for (fp64): alpha = 1.5079644737231; beta = 0.376991118430775; diff = 1.11022302462516e-16; 240/1000
Check failed for (fp64): alpha = 1.56451314148772; beta = 0.391128285371929; diff = 1.11022302462516e-16; 249/1000
Check failed for (fp64): alpha = 1.57707951210208; beta = 0.394269878025519; diff = 1.11022302462516e-16; 251/1000
Check failed for (fp64): alpha = 1.59592906802361; beta = 0.398982267005904; diff = 1.11022302462516e-16; 254/1000
Check failed for (fp64): alpha = 1.60221225333079; beta = 0.400553063332699; diff = 1.66533453693773e-16; 255/1000
Check failed for (fp64): alpha = 1.61477862394515; beta = 0.403694655986288; diff = 1.66533453693773e-16; 257/1000
Check failed for (fp64): alpha = 1.62106180925233; beta = 0.405265452313083; diff = 1.11022302462516e-16; 258/1000
Check failed for (fp64): alpha = 1.63362817986669; beta = 0.408407044966673; diff = 1.66533453693773e-16; 260/1000
Check failed for (fp64): alpha = 1.63991136517387; beta = 0.409977841293468; diff = 1.66533453693773e-16; 261/1000
Check failed for (fp64): alpha = 1.64619455048105; beta = 0.411548637620263; diff = 1.11022302462516e-16; 262/1000
Check failed for (fp64): alpha = 1.65247773578823; beta = 0.413119433947058; diff = 1.11022302462516e-16; 263/1000
Check failed for (fp64): alpha = 1.65876092109541; beta = 0.414690230273853; diff = 1.66533453693773e-16; 264/1000
Check failed for (fp64): alpha = 1.66504410640259; beta = 0.416261026600648; diff = 1.11022302462516e-16; 265/1000
Check failed for (fp64): alpha = 1.67132729170977; beta = 0.417831822927443; diff = 1.11022302462516e-16; 266/1000
Check failed for (fp64): alpha = 1.69017684763131; beta = 0.422544211907827; diff = 1.11022302462516e-16; 269/1000
Check failed for (fp64): alpha = 1.69646003293849; beta = 0.424115008234622; diff = 1.11022302462516e-16; 270/1000
Check failed for (fp64): alpha = 1.70274321824567; beta = 0.425685804561417; diff = 1.11022302462516e-16; 271/1000
Check failed for (fp64): alpha = 1.70902640355285; beta = 0.427256600888212; diff = 1.11022302462516e-16; 272/1000
Check failed for (fp64): alpha = 1.71530958886003; beta = 0.428827397215007; diff = 1.11022302462516e-16; 273/1000
Check failed for (fp64): alpha = 1.72159277416721; beta = 0.430398193541802; diff = 1.11022302462516e-16; 274/1000
Check failed for (fp64): alpha = 1.72787595947439; beta = 0.431968989868597; diff = 1.11022302462516e-16; 275/1000
Check failed for (fp64): alpha = 1.73415914478157; beta = 0.433539786195391; diff = 1.11022302462516e-16; 276/1000
Check failed for (fp64): alpha = 1.74672551539593; beta = 0.436681378848981; diff = 1.11022302462516e-16; 278/1000
Check failed for (fp64): alpha = 1.7530087007031; beta = 0.438252175175776; diff = 2.22044604925031e-16; 279/1000
Check failed for (fp64): alpha = 1.75929188601028; beta = 0.439822971502571; diff = 1.11022302462516e-16; 280/1000
Check failed for (fp64): alpha = 1.76557507131746; beta = 0.441393767829366; diff = 1.11022302462516e-16; 281/1000
Check failed for (fp64): alpha = 1.77814144193182; beta = 0.444535360482956; diff = 1.11022302462516e-16; 283/1000
Check failed for (fp64): alpha = 1.784424627239; beta = 0.446106156809751; diff = 1.11022302462516e-16; 284/1000
Check failed for (fp64): alpha = 1.79699099785336; beta = 0.44924774946334; diff = 1.11022302462516e-16; 286/1000
Check failed for (fp64): alpha = 1.8158405537749; beta = 0.453960138443725; diff = 2.22044604925031e-16; 289/1000
Check failed for (fp64): alpha = 1.82212373908208; beta = 0.45553093477052; diff = 1.11022302462516e-16; 290/1000
Check failed for (fp64): alpha = 1.83469010969644; beta = 0.45867252742411; diff = 1.11022302462516e-16; 292/1000
Check failed for (fp64): alpha = 1.84097329500362; beta = 0.460243323750905; diff = 1.11022302462516e-16; 293/1000
Check failed for (fp64): alpha = 1.8472564803108; beta = 0.4618141200777; diff = 1.11022302462516e-16; 294/1000
Check failed for (fp64): alpha = 1.85353966561798; beta = 0.463384916404494; diff = 1.11022302462516e-16; 295/1000
Check failed for (fp64): alpha = 1.85982285092516; beta = 0.464955712731289; diff = 1.11022302462516e-16; 296/1000
Check failed for (fp64): alpha = 1.86610603623234; beta = 0.466526509058084; diff = 1.11022302462516e-16; 297/1000
Check failed for (fp64): alpha = 1.87238922153952; beta = 0.468097305384879; diff = 1.11022302462516e-16; 298/1000
Check failed for (fp64): alpha = 1.8786724068467; beta = 0.469668101711674; diff = 1.11022302462516e-16; 299/1000
Check failed for (fp64): alpha = 1.89123877746106; beta = 0.472809694365264; diff = 2.22044604925031e-16; 301/1000
Check failed for (fp64): alpha = 1.91008833338259; beta = 0.477522083345649; diff = 1.11022302462516e-16; 304/1000
Check failed for (fp64): alpha = 1.91637151868977; beta = 0.479092879672443; diff = 1.11022302462516e-16; 305/1000
Check failed for (fp64): alpha = 1.92265470399695; beta = 0.480663675999238; diff = 1.11022302462516e-16; 306/1000
Check failed for (fp64): alpha = 1.92893788930413; beta = 0.482234472326033; diff = 1.11022302462516e-16; 307/1000
Check failed for (fp64): alpha = 1.93522107461131; beta = 0.483805268652828; diff = 1.11022302462516e-16; 308/1000
Check failed for (fp64): alpha = 1.96035381584003; beta = 0.490088453960008; diff = 1.11022302462516e-16; 312/1000
Check failed for (fp64): alpha = 1.96663700114721; beta = 0.491659250286803; diff = 1.11022302462516e-16; 313/1000
Check failed for (fp64): alpha = 1.97292018645439; beta = 0.493230046613598; diff = 1.11022302462516e-16; 314/1000
Check failed for (fp64): alpha = 1.97920337176157; beta = 0.494800842940392; diff = 1.11022302462516e-16; 315/1000
Check failed for (fp64): alpha = 1.98548655706875; beta = 0.496371639267187; diff = 1.11022302462516e-16; 316/1000
Check failed for (fp64): alpha = 1.99805292768311; beta = 0.499513231920777; diff = 1.11022302462516e-16; 318/1000
Check failed for (fp64): alpha = 2.01061929829747; beta = 0.502654824574367; diff = 1.11022302462516e-16; 320/1000
Check failed for (fp64): alpha = 2.04203522483337; beta = 0.510508806208341; diff = 2.22044604925031e-16; 325/1000
Check failed for (fp64): alpha = 2.04831841014055; beta = 0.512079602535136; diff = 1.11022302462516e-16; 326/1000
Check failed for (fp64): alpha = 2.06716796606208; beta = 0.516791991515521; diff = 2.22044604925031e-16; 329/1000
Check failed for (fp64): alpha = 2.08601752198362; beta = 0.521504380495906; diff = 1.11022302462516e-16; 332/1000
Check failed for (fp64): alpha = 2.09858389259798; beta = 0.524645973149495; diff = 1.11022302462516e-16; 334/1000
Check failed for (fp64): alpha = 2.11743344851952; beta = 0.52935836212988; diff = 1.11022302462516e-16; 337/1000
Check failed for (fp64): alpha = 2.1551325603626; beta = 0.53878314009065; diff = 1.11022302462516e-16; 343/1000
Check failed for (fp64): alpha = 2.17398211628414; beta = 0.543495529071034; diff = 1.11022302462516e-16; 346/1000
Check failed for (fp64): alpha = 2.1865484868985; beta = 0.546637121724624; diff = 1.11022302462516e-16; 348/1000
Check failed for (fp64): alpha = 2.19283167220568; beta = 0.548207918051419; diff = 1.11022302462516e-16; 349/1000
Check failed for (fp64): alpha = 2.19911485751286; beta = 0.549778714378214; diff = 1.11022302462516e-16; 350/1000
Check failed for (fp64): alpha = 2.20539804282003; beta = 0.551349510705009; diff = 1.11022302462516e-16; 351/1000
Check failed for (fp64): alpha = 2.21796441343439; beta = 0.554491103358598; diff = 1.11022302462516e-16; 353/1000
Check failed for (fp64): alpha = 2.22424759874157; beta = 0.556061899685393; diff = 1.11022302462516e-16; 354/1000
Check failed for (fp64): alpha = 2.23681396935593; beta = 0.559203492338983; diff = 1.11022302462516e-16; 356/1000
Check failed for (fp64): alpha = 2.24938033997029; beta = 0.562345084992573; diff = 1.11022302462516e-16; 358/1000
Check failed for (fp64): alpha = 2.26194671058465; beta = 0.565486677646163; diff = 1.11022302462516e-16; 360/1000
Check failed for (fp64): alpha = 2.27451308119901; beta = 0.568628270299752; diff = 2.22044604925031e-16; 362/1000
Check failed for (fp64): alpha = 2.28707945181337; beta = 0.571769862953342; diff = 1.11022302462516e-16; 364/1000
Check failed for (fp64): alpha = 2.31221219304209; beta = 0.578053048260522; diff = 1.11022302462516e-16; 368/1000
Check failed for (fp64): alpha = 2.32477856365645; beta = 0.581194640914112; diff = 1.11022302462516e-16; 370/1000
Check failed for (fp64): alpha = 2.33734493427081; beta = 0.584336233567701; diff = 1.11022302462516e-16; 372/1000
