Check failed for (fp64): alpha = -6.27061893656523; beta = -1.56765473414131; diff = 2.21177243187043e-16; -998/1000
Check failed for (fp64): alpha = -3.27982273034774; beta = -0.819955682586936; diff = 2.22044604925031e-16; -522/1000
Check failed for (fp64): alpha = -3.27353954504056; beta = -0.818384886260141; diff = 1.11022302462516e-16; -521/1000
Check failed for (fp64): alpha = -3.26725635973339; beta = -0.816814089933346; diff = 1.11022302462516e-16; -520/1000
Check failed for (fp64): alpha = -3.26097317442621; beta = -0.815243293606551; diff = 1.11022302462516e-16; -519/1000
Check failed for (fp64): alpha = -3.25468998911903; beta = -0.813672497279756; diff = 1.11022302462516e-16; -518/1000
Check failed for (fp64): alpha = -3.24840680381185; beta = -0.812101700952962; diff = 1.11022302462516e-16; -517/1000
Check failed for (fp64): alpha = -3.24212361850467; beta = -0.810530904626167; diff = 1.11022302462516e-16; -516/1000
Check failed for (fp64): alpha = -3.23584043319749; beta = -0.808960108299372; diff = 1.11022302462516e-16; -515/1000
Check failed for (fp64): alpha = -3.22955724789031; beta = -0.807389311972577; diff = 1.11022302462516e-16; -514/1000
Check failed for (fp64): alpha = -3.22327406258313; beta = -0.805818515645782; diff = 1.11022302462516e-16; -513/1000
Check failed for (fp64): alpha = -3.21699087727595; beta = -0.804247719318987; diff = 1.11022302462516e-16; -512/1000
Check failed for (fp64): alpha = -3.21070769196877; beta = -0.802676922992192; diff = 1.11022302462516e-16; -511/1000
Check failed for (fp64): alpha = -3.19185813604723; beta = -0.797964534011807; diff = 1.11022302462516e-16; -508/1000
Check failed for (fp64): alpha = -3.18557495074005; beta = -0.796393737685013; diff = 1.11022302462516e-16; -507/1000
Check failed for (fp64): alpha = -3.17300858012569; beta = -0.793252145031423; diff = 1.11022302462516e-16; -505/1000
Check failed for (fp64): alpha = -3.15415902420415; beta = -0.788539756051038; diff = 2.22044604925031e-16; -502/1000
Check failed for (fp64): alpha = -3.13530946828261; beta = -0.783827367070653; diff = 1.11022302462516e-16; -499/1000
Check failed for (fp64): alpha = -3.12902628297543; beta = -0.782256570743858; diff = 1.11022302462516e-16; -498/1000
Check failed for (fp64): alpha = -3.12274309766825; beta = -0.780685774417064; diff = 1.11022302462516e-16; -497/1000
Check failed for (fp64): alpha = -3.11645991236107; beta = -0.779114978090269; diff = 1.11022302462516e-16; -496/1000
Check failed for (fp64): alpha = -3.1101767270539; beta = -0.777544181763474; diff = 1.11022302462516e-16; -495/1000
Check failed for (fp64): alpha = -3.10389354174672; beta = -0.775973385436679; diff = 1.11022302462516e-16; -494/1000
Check failed for (fp64): alpha = -3.09761035643954; beta = -0.774402589109884; diff = 1.11022302462516e-16; -493/1000
Check failed for (fp64): alpha = -3.09132717113236; beta = -0.772831792783089; diff = 1.11022302462516e-16; -492/1000
Check failed for (fp64): alpha = -3.07247761521082; beta = -0.768119403802704; diff = 1.11022302462516e-16; -489/1000
Check failed for (fp64): alpha = -3.06619442990364; beta = -0.766548607475909; diff = 1.11022302462516e-16; -488/1000
Check failed for (fp64): alpha = -3.0473448739821; beta = -0.761836218495525; diff = 1.11022302462516e-16; -485/1000
Check failed for (fp64): alpha = -3.04106168867492; beta = -0.76026542216873; diff = 1.11022302462516e-16; -484/1000
Check failed for (fp64): alpha = -3.03477850336774; beta = -0.758694625841935; diff = 1.11022302462516e-16; -483/1000
Check failed for (fp64): alpha = -3.02221213275338; beta = -0.755553033188345; diff = 1.11022302462516e-16; -481/1000
Check failed for (fp64): alpha = -3.0159289474462; beta = -0.75398223686155; diff = 1.11022302462516e-16; -480/1000
Check failed for (fp64): alpha = -3.00964576213902; beta = -0.752411440534755; diff = 1.11022302462516e-16; -479/1000
Check failed for (fp64): alpha = -2.9845130209103; beta = -0.746128255227576; diff = 2.22044604925031e-16; -475/1000
Check failed for (fp64): alpha = -2.97194665029594; beta = -0.742986662573986; diff = 1.11022302462516e-16; -473/1000
Check failed for (fp64): alpha = -2.96566346498876; beta = -0.741415866247191; diff = 1.11022302462516e-16; -472/1000
Check failed for (fp64): alpha = -2.95938027968158; beta = -0.739845069920396; diff = 1.11022302462516e-16; -471/1000
Check failed for (fp64): alpha = -2.95309709437441; beta = -0.738274273593601; diff = 1.11022302462516e-16; -470/1000
Check failed for (fp64): alpha = -2.94053072376005; beta = -0.735132680940012; diff = 1.11022302462516e-16; -468/1000
Check failed for (fp64): alpha = -2.93424753845287; beta = -0.733561884613217; diff = 1.11022302462516e-16; -467/1000
Check failed for (fp64): alpha = -2.92168116783851; beta = -0.730420291959627; diff = 1.11022302462516e-16; -465/1000
Check failed for (fp64): alpha = -2.91539798253133; beta = -0.728849495632832; diff = 1.11022302462516e-16; -464/1000
Check failed for (fp64): alpha = -2.90911479722415; beta = -0.727278699306037; diff = 1.11022302462516e-16; -463/1000
Check failed for (fp64): alpha = -2.90283161191697; beta = -0.725707902979242; diff = 1.11022302462516e-16; -462/1000
Check failed for (fp64): alpha = -2.89654842660979; beta = -0.724137106652447; diff = 1.11022302462516e-16; -461/1000
Check failed for (fp64): alpha = -2.87769887068825; beta = -0.719424717672063; diff = 1.11022302462516e-16; -458/1000
Check failed for (fp64): alpha = -2.87141568538107; beta = -0.717853921345268; diff = 1.11022302462516e-16; -457/1000
Check failed for (fp64): alpha = -2.86513250007389; beta = -0.716283125018473; diff = 2.22044604925031e-16; -456/1000
Check failed for (fp64): alpha = -2.85884931476671; beta = -0.714712328691678; diff = 1.11022302462516e-16; -455/1000
Check failed for (fp64): alpha = -2.85256612945953; beta = -0.713141532364883; diff = 1.11022302462516e-16; -454/1000
Check failed for (fp64): alpha = -2.84628294415235; beta = -0.711570736038088; diff = 1.11022302462516e-16; -453/1000
Check failed for (fp64): alpha = -2.83999975884517; beta = -0.709999939711293; diff = 2.22044604925031e-16; -452/1000
Check failed for (fp64): alpha = -2.83371657353799; beta = -0.708429143384498; diff = 1.11022302462516e-16; -451/1000
Check failed for (fp64): alpha = -2.82743338823081; beta = -0.706858347057703; diff = 1.11022302462516e-16; -450/1000
Check failed for (fp64): alpha = -2.81486701761645; beta = -0.703716754404114; diff = 2.22044604925031e-16; -448/1000
Check failed for (fp64): alpha = -2.80858383230927; beta = -0.702145958077319; diff = 1.11022302462516e-16; -447/1000
Check failed for (fp64): alpha = -2.8023006470021; beta = -0.700575161750524; diff = 1.11022302462516e-16; -446/1000
Check failed for (fp64): alpha = -2.79601746169492; beta = -0.699004365423729; diff = 1.11022302462516e-16; -445/1000
Check failed for (fp64): alpha = -2.78973427638774; beta = -0.697433569096934; diff = 1.11022302462516e-16; -444/1000
Check failed for (fp64): alpha = -2.78345109108056; beta = -0.695862772770139; diff = 1.11022302462516e-16; -443/1000
Check failed for (fp64): alpha = -2.77716790577338; beta = -0.694291976443344; diff = 1.11022302462516e-16; -442/1000
Check failed for (fp64): alpha = -2.76460153515902; beta = -0.691150383789754; diff = 1.11022302462516e-16; -440/1000
Check failed for (fp64): alpha = -2.75831834985184; beta = -0.68957958746296; diff = 2.22044604925031e-16; -439/1000
Check failed for (fp64): alpha = -2.75203516454466; beta = -0.688008791136165; diff = 1.11022302462516e-16; -438/1000
Check failed for (fp64): alpha = -2.74575197923748; beta = -0.68643799480937; diff = 1.11022302462516e-16; -437/1000
Check failed for (fp64): alpha = -2.72690242331594; beta = -0.681725605828985; diff = 1.11022302462516e-16; -434/1000
Check failed for (fp64): alpha = -2.72061923800876; beta = -0.68015480950219; diff = 1.11022302462516e-16; -433/1000
Check failed for (fp64): alpha = -2.7080528673944; beta = -0.6770132168486; diff = 1.11022302462516e-16; -431/1000
Check failed for (fp64): alpha = -2.70176968208722; beta = -0.675442420521805; diff = 2.22044604925031e-16; -430/1000
Check failed for (fp64): alpha = -2.66407057024414; beta = -0.666017642561036; diff = 1.11022302462516e-16; -424/1000
Check failed for (fp64): alpha = -2.63893782901543; beta = -0.659734457253856; diff = 1.11022302462516e-16; -420/1000
Check failed for (fp64): alpha = -2.62008827309389; beta = -0.655022068273472; diff = 1.11022302462516e-16; -417/1000
Check failed for (fp64): alpha = -2.61380508778671; beta = -0.653451271946677; diff = 1.11022302462516e-16; -416/1000
Check failed for (fp64): alpha = -2.60752190247953; beta = -0.651880475619882; diff = 1.11022302462516e-16; -415/1000
Check failed for (fp64): alpha = -2.59495553186517; beta = -0.648738882966292; diff = 1.11022302462516e-16; -413/1000
Check failed for (fp64): alpha = -2.58867234655799; beta = -0.647168086639497; diff = 1.11022302462516e-16; -412/1000
Check failed for (fp64): alpha = -2.56353960532927; beta = -0.640884901332318; diff = 1.11022302462516e-16; -408/1000
Check failed for (fp64): alpha = -2.55097323471491; beta = -0.637743308678728; diff = 1.11022302462516e-16; -406/1000
Check failed for (fp64): alpha = -2.53840686410055; beta = -0.634601716025138; diff = 1.11022302462516e-16; -404/1000
Check failed for (fp64): alpha = -2.51327412287183; beta = -0.628318530717959; diff = 1.11022302462516e-16; -400/1000
Check failed for (fp64): alpha = -2.50699093756465; beta = -0.626747734391164; diff = 1.11022302462516e-16; -399/1000
Check failed for (fp64): alpha = -2.48185819633594; beta = -0.620464549083984; diff = 1.11022302462516e-16; -395/1000
Check failed for (fp64): alpha = -2.46929182572158; beta = -0.617322956430394; diff = 1.11022302462516e-16; -393/1000
Check failed for (fp64): alpha = -2.4630086404144; beta = -0.615752160103599; diff = 1.11022302462516e-16; -392/1000
Check failed for (fp64): alpha = -2.43787589918568; beta = -0.60946897479642; diff = 1.11022302462516e-16; -388/1000
Check failed for (fp64): alpha = -2.4315927138785; beta = -0.607898178469625; diff = 1.11022302462516e-16; -387/1000
Check failed for (fp64): alpha = -2.41274315795696; beta = -0.60318578948924; diff = 1.11022302462516e-16; -384/1000
Check failed for (fp64): alpha = -2.40645997264978; beta = -0.601614993162445; diff = 1.11022302462516e-16; -383/1000
Check failed for (fp64): alpha = -2.38132723142106; beta = -0.595331807855266; diff = 1.11022302462516e-16; -379/1000
Check failed for (fp64): alpha = -2.36247767549952; beta = -0.590619418874881; diff = 1.11022302462516e-16; -376/1000
Check failed for (fp64): alpha = -2.33734493427081; beta = -0.584336233567701; diff = 1.11022302462516e-16; -372/1000
Check failed for (fp64): alpha = -2.30592900773491; beta = -0.576482251933727; diff = 1.11022302462516e-16; -367/1000
Check failed for (fp64): alpha = -2.28707945181337; beta = -0.571769862953342; diff = 1.11022302462516e-16; -364/1000
Check failed for (fp64): alpha = -2.28079626650619; beta = -0.570199066626547; diff = 1.11022302462516e-16; -363/1000
Check failed for (fp64): alpha = -2.27451308119901; beta = -0.568628270299752; diff = 1.11022302462516e-16; -362/1000
Check failed for (fp64): alpha = -2.20539804282003; beta = -0.551349510705009; diff = 1.11022302462516e-16; -351/1000
Check failed for (fp64): alpha = -2.16769893097696; beta = -0.541924732744239; diff = 1.11022302462516e-16; -345/1000
Check failed for (fp64): alpha = -2.03575203952619; beta = -0.508938009881546; diff = 1.11022302462516e-16; -324/1000
Check failed for (fp64): alpha = -2.01690248360465; beta = -0.504225620901162; diff = 1.11022302462516e-16; -321/1000
Check failed for (fp64): alpha = -2.01061929829747; beta = -0.502654824574367; diff = 1.11022302462516e-16; -320/1000
Check failed for (fp64): alpha = -1.92893788930413; beta = -0.482234472326033; diff = 1.11022302462516e-16; -307/1000
Check failed for (fp64): alpha = -1.91637151868977; beta = -0.479092879672443; diff = 1.11022302462516e-16; -305/1000
Check failed for (fp64): alpha = -1.91008833338259; beta = -0.477522083345649; diff = 1.11022302462516e-16; -304/1000
Check failed for (fp64): alpha = -1.89123877746106; beta = -0.472809694365264; diff = 1.11022302462516e-16; -301/1000
Check failed for (fp64): alpha = -1.85982285092516; beta = -0.464955712731289; diff = 1.11022302462516e-16; -296/1000
Check failed for (fp64): alpha = -1.83469010969644; beta = -0.45867252742411; diff = 1.11022302462516e-16; -292/1000
Check failed for (fp64): alpha = -1.61477862394515; beta = -0.403694655986288; diff = 1.11022302462516e-16; -257/1000
Check failed for (fp64): alpha = -1.60221225333079; beta = -0.400553063332699; diff = 1.21430643318376e-16; -255/1000
Check failed for (fp64): alpha = -1.04929194629899; beta = -0.262322986574748; diff = 1.11022302462516e-16; -167/1000
Check failed for (fp64): alpha = -1.00530964914873; beta = -0.251327412287183; diff = 1.11022302462516e-16; -160/1000
Check failed for (fp64): alpha = -0.986460093227195; beta = -0.246615023306799; diff = 1.11022302462516e-16; -157/1000
Check failed for (fp64): alpha = -0.967610537305656; beta = -0.241902634326414; diff = 1.11022302462516e-16; -154/1000
Check failed for (fp64): alpha = -0.936194610769758; beta = -0.23404865269244; diff = 1.11022302462516e-16; -149/1000
Check failed for (fp64): alpha = -0.929911425462579; beta = -0.232477856365645; diff = 1.11022302462516e-16; -148/1000
Check failed for (fp64): alpha = -0.91106186954104; beta = -0.22776546738526; diff = 1.11022302462516e-16; -145/1000
Check failed for (fp64): alpha = -0.879645943005142; beta = -0.219911485751286; diff = 1.11022302462516e-16; -140/1000
Check failed for (fp64): alpha = -0.873362757697963; beta = -0.218340689424491; diff = 1.11022302462516e-16; -139/1000
Check failed for (fp64): alpha = -0.848230016469244; beta = -0.212057504117311; diff = 1.11022302462516e-16; -135/1000
Check failed for (fp64): alpha = -0.841946831162065; beta = -0.210486707790516; diff = 1.11022302462516e-16; -134/1000
Check failed for (fp64): alpha = -0.829380460547705; beta = -0.207345115136926; diff = 1.11022302462516e-16; -132/1000
Check failed for (fp64): alpha = -0.823097275240526; beta = -0.205774318810131; diff = 1.11022302462516e-16; -131/1000
Check failed for (fp64): alpha = -0.779114978090269; beta = -0.194778744522567; diff = 1.11022302462516e-16; -124/1000
Check failed for (fp64): alpha = -0.766548607475909; beta = -0.191637151868977; diff = 1.11022302462516e-16; -122/1000
Check failed for (fp64): alpha = -0.75398223686155; beta = -0.188495559215388; diff = 1.11022302462516e-16; -120/1000
Check failed for (fp64): alpha = -0.747699051554371; beta = -0.186924762888593; diff = 1.11022302462516e-16; -119/1000
Check failed for (fp64): alpha = -0.741415866247191; beta = -0.185353966561798; diff = 1.11022302462516e-16; -118/1000
Check failed for (fp64): alpha = -0.735132680940012; beta = -0.183783170235003; diff = 1.11022302462516e-16; -117/1000
Check failed for (fp64): alpha = -0.722566310325652; beta = -0.180641577581413; diff = 1.11022302462516e-16; -115/1000
Check failed for (fp64): alpha = -0.709999939711293; beta = -0.177499984927823; diff = 1.11022302462516e-16; -113/1000
Check failed for (fp64): alpha = -0.703716754404114; beta = -0.175929188601028; diff = 1.11022302462516e-16; -112/1000
Check failed for (fp64): alpha = -0.697433569096934; beta = -0.174358392274234; diff = 1.11022302462516e-16; -111/1000
Check failed for (fp64): alpha = -0.684867198482575; beta = -0.171216799620644; diff = 1.11022302462516e-16; -109/1000
Check failed for (fp64): alpha = -0.672300827868216; beta = -0.168075206967054; diff = 1.11022302462516e-16; -107/1000
Check failed for (fp64): alpha = -0.659734457253856; beta = -0.164933614313464; diff = 1.11022302462516e-16; -105/1000
Check failed for (fp64): alpha = -0.653451271946677; beta = -0.163362817986669; diff = 1.11022302462516e-16; -104/1000
Check failed for (fp64): alpha = -0.647168086639497; beta = -0.161792021659874; diff = 1.11022302462516e-16; -103/1000
Check failed for (fp64): alpha = -0.546637121724624; beta = -0.136659280431156; diff = 1.11022302462516e-16; -87/1000
Check failed for (fp64): alpha = -0.534070751110265; beta = -0.133517687777566; diff = 1.11022302462516e-16; -85/1000
Check failed for (fp64): alpha = -0.521504380495906; beta = -0.130376095123976; diff = 1.11022302462516e-16; -83/1000
Check failed for (fp64): alpha = -0.515221195188726; beta = -0.128805298797182; diff = 1.11022302462516e-16; -82/1000
Check failed for (fp64): alpha = -0.496371639267187; beta = -0.124092909816797; diff = 1.11022302462516e-16; -79/1000
Check failed for (fp64): alpha = -0.477522083345649; beta = -0.119380520836412; diff = 1.11022302462516e-16; -76/1000
Check failed for (fp64): alpha = -0.464955712731289; beta = -0.116238928182822; diff = 1.11022302462516e-16; -74/1000
Check failed for (fp64): alpha = -0.420973415581032; beta = -0.105243353895258; diff = 1.11022302462516e-16; -67/1000
Check failed for (fp64): alpha = -0.414690230273853; beta = -0.103672557568463; diff = 1.11022302462516e-16; -66/1000
Check failed for (fp64): alpha = -0.408407044966673; beta = -0.102101761241668; diff = 1.11022302462516e-16; -65/1000
Check failed for (fp64): alpha = -0.402123859659494; beta = -0.100530964914873; diff = 1.11022302462516e-16; -64/1000
Check failed for (fp64): alpha = -0.383274303737955; beta = -0.0958185759344887; diff = 1.11022302462516e-16; -61/1000
Check failed for (fp64): alpha = -0.370707933123596; beta = -0.0926769832808989; diff = 1.11022302462516e-16; -59/1000
Check failed for (fp64): alpha = -0.364424747816416; beta = -0.091106186954104; diff = 1.11022302462516e-16; -58/1000
Check failed for (fp64): alpha = -0.358141562509236; beta = -0.0895353906273091; diff = 1.11022302462516e-16; -57/1000
Check failed for (fp64): alpha = -0.345575191894877; beta = -0.0863937979737193; diff = 1.11022302462516e-16; -55/1000
Check failed for (fp64): alpha = -0.333008821280518; beta = -0.0832522053201295; diff = 1.11022302462516e-16; -53/1000
Check failed for (fp64): alpha = -0.326725635973338; beta = -0.0816814089933346; diff = 1.11022302462516e-16; -52/1000
Check failed for (fp64): alpha = -0.282743338823081; beta = -0.0706858347057703; diff = 1.11022302462516e-16; -45/1000
Check failed for (fp64): alpha = -0.276460153515902; beta = -0.0691150383789754; diff = 1.11022302462516e-16; -44/1000
Check failed for (fp64): alpha = -0.257610597594363; beta = -0.0644026493985908; diff = 1.11022302462516e-16; -41/1000
Check failed for (fp64): alpha = -0.245044226980004; beta = -0.061261056745001; diff = 1.11022302462516e-16; -39/1000
Check failed for (fp64): alpha = -0.238761041672824; beta = -0.0596902604182061; diff = 1.11022302462516e-16; -38/1000
Check failed for (fp64): alpha = -0.232477856365645; beta = -0.0581194640914112; diff = 1.11022302462516e-16; -37/1000
Check failed for (fp64): alpha = -0.219911485751286; beta = -0.0549778714378214; diff = 1.11022302462516e-16; -35/1000
Check failed for (fp64): alpha = -0.213628300444106; beta = -0.0534070751110265; diff = 1.11022302462516e-16; -34/1000
Check failed for (fp64): alpha = -0.207345115136926; beta = -0.0518362787842316; diff = 1.11022302462516e-16; -33/1000
Check failed for (fp64): alpha = -0.188495559215388; beta = -0.0471238898038469; diff = 1.11022302462516e-16; -30/1000
Check failed for (fp64): alpha = -0.182212373908208; beta = -0.045553093477052; diff = 1.11022302462516e-16; -29/1000
Check failed for (fp64): alpha = -0.175929188601028; beta = -0.0439822971502571; diff = 1.11022302462516e-16; -28/1000
Check failed for (fp64): alpha = -0.163362817986669; beta = -0.0408407044966673; diff = 1.11022302462516e-16; -26/1000
Check failed for (fp64): alpha = -0.15079644737231; beta = -0.0376991118430775; diff = 1.11022302462516e-16; -24/1000
Check failed for (fp64): alpha = -0.14451326206513; beta = -0.0361283155162826; diff = 1.11022302462516e-16; -23/1000
Check failed for (fp64): alpha = -0.131946891450771; beta = -0.0329867228626928; diff = 1.11022302462516e-16; -21/1000
Check failed for (fp64): alpha = -0.125663706143592; beta = -0.0314159265358979; diff = 1.11022302462516e-16; -20/1000
Check failed for (fp64): alpha = -0.119380520836412; beta = -0.029845130209103; diff = 1.11022302462516e-16; -19/1000
Check failed for (fp64): alpha = -0.113097335529233; beta = -0.0282743338823081; diff = 1.11022302462516e-16; -18/1000
Check failed for (fp64): alpha = -0.075398223686155; beta = -0.0188495559215388; diff = 1.11022302462516e-16; -12/1000
Check failed for (fp64): alpha = -0.0251327412287183; beta = -0.00628318530717959; diff = 1.11022302462516e-16; -4/1000
Check failed for (fp64): alpha = 0.0251327412287183; beta = 0.00628318530717959; diff = 1.11022302462516e-16; 4/1000
Check failed for (fp64): alpha = 0.075398223686155; beta = 0.0188495559215388; diff = 1.11022302462516e-16; 12/1000
Check failed for (fp64): alpha = 0.113097335529233; beta = 0.0282743338823081; diff = 1.11022302462516e-16; 18/1000
Check failed for (fp64): alpha = 0.119380520836412; beta = 0.029845130209103; diff = 1.11022302462516e-16; 19/1000
Check failed for (fp64): alpha = 0.125663706143592; beta = 0.0314159265358979; diff = 1.11022302462516e-16; 20/1000
Check failed for (fp64): alpha = 0.131946891450771; beta = 0.0329867228626928; diff = 1.11022302462516e-16; 21/1000
Check failed for (fp64): alpha = 0.14451326206513; beta = 0.0361283155162826; diff = 1.11022302462516e-16; 23/1000
Check failed for (fp64): alpha = 0.15079644737231; beta = 0.0376991118430775; diff = 1.11022302462516e-16; 24/1000
Check failed for (fp64): alpha = 0.163362817986669; beta = 0.0408407044966673; diff = 1.11022302462516e-16; 26/1000
Check failed for (fp64): alpha = 0.175929188601028; beta = 0.0439822971502571; diff = 1.11022302462516e-16; 28/1000
Check failed for (fp64): alpha = 0.182212373908208; beta = 0.045553093477052; diff = 1.11022302462516e-16; 29/1000
Check failed for (fp64): alpha = 0.188495559215388; beta = 0.0471238898038469; diff = 1.11022302462516e-16; 30/1000
Check failed for (fp64): alpha = 0.207345115136926; beta = 0.0518362787842316; diff = 1.11022302462516e-16; 33/1000
Check failed for (fp64): alpha = 0.213628300444106; beta = 0.0534070751110265; diff = 1.11022302462516e-16; 34/1000
Check failed for (fp64): alpha = 0.219911485751286; beta = 0.0549778714378214; diff = 1.11022302462516e-16; 35/1000
Check failed for (fp64): alpha = 0.232477856365645; beta = 0.0581194640914112; diff = 1.11022302462516e-16; 37/1000
Check failed for (fp64): alpha = 0.238761041672824; beta = 0.0596902604182061; diff = 1.11022302462516e-16; 38/1000
Check failed for (fp64): alpha = 0.245044226980004; beta = 0.061261056745001; diff = 1.11022302462516e-16; 39/1000
Check failed for (fp64): alpha = 0.257610597594363; beta = 0.0644026493985908; diff = 1.11022302462516e-16; 41/1000
Check failed for (fp64): alpha = 0.276460153515902; beta = 0.0691150383789754; diff = 1.11022302462516e-16; 44/1000
Check failed for (fp64): alpha = 0.282743338823081; beta = 0.0706858347057703; diff = 1.11022302462516e-16; 45/1000
Check failed for (fp64): alpha = 0.326725635973338; beta = 0.0816814089933346; diff = 1.11022302462516e-16; 52/1000
Check failed for (fp64): alpha = 0.333008821280518; beta = 0.0832522053201295; diff = 1.11022302462516e-16; 53/1000
Check failed for (fp64): alpha = 0.345575191894877; beta = 0.0863937979737193; diff = 1.11022302462516e-16; 55/1000
Check failed for (fp64): alpha = 0.358141562509236; beta = 0.0895353906273091; diff = 1.11022302462516e-16; 57/1000
Check failed for (fp64): alpha = 0.364424747816416; beta = 0.091106186954104; diff = 1.11022302462516e-16; 58/1000
Check failed for (fp64): alpha = 0.370707933123596; beta = 0.0926769832808989; diff = 1.11022302462516e-16; 59/1000
Check failed for (fp64): alpha = 0.383274303737955; beta = 0.0958185759344887; diff = 1.11022302462516e-16; 61/1000
Check failed for (fp64): alpha = 0.402123859659494; beta = 0.100530964914873; diff = 1.11022302462516e-16; 64/1000
Check failed for (fp64): alpha = 0.408407044966673; beta = 0.102101761241668; diff = 1.11022302462516e-16; 65/1000
Check failed for (fp64): alpha = 0.414690230273853; beta = 0.103672557568463; diff = 1.11022302462516e-16; 66/1000
Check failed for (fp64): alpha = 0.420973415581032; beta = 0.105243353895258; diff = 1.11022302462516e-16; 67/1000
Check failed for (fp64): alpha = 0.464955712731289; beta = 0.116238928182822; diff = 1.11022302462516e-16; 74/1000
Check failed for (fp64): alpha = 0.477522083345649; beta = 0.119380520836412; diff = 1.11022302462516e-16; 76/1000
Check failed for (fp64): alpha = 0.496371639267187; beta = 0.124092909816797; diff = 1.11022302462516e-16; 79/1000
Check failed for (fp64): alpha = 0.515221195188726; beta = 0.128805298797182; diff = 1.11022302462516e-16; 82/1000
Check failed for (fp64): alpha = 0.521504380495906; beta = 0.130376095123976; diff = 1.11022302462516e-16; 83/1000
Check failed for (fp64): alpha = 0.534070751110265; beta = 0.133517687777566; diff = 1.11022302462516e-16; 85/1000
Check failed for (fp64): alpha = 0.546637121724624; beta = 0.136659280431156; diff = 1.11022302462516e-16; 87/1000
Check failed for (fp64): alpha = 0.647168086639497; beta = 0.161792021659874; diff = 1.11022302462516e-16; 103/1000
Check failed for (fp64): alpha = 0.653451271946677; beta = 0.163362817986669; diff = 1.11022302462516e-16; 104/1000
Check failed for (fp64): alpha = 0.659734457253856; beta = 0.164933614313464; diff = 1.11022302462516e-16; 105/1000
Check failed for (fp64): alpha = 0.672300827868216; beta = 0.168075206967054; diff = 1.11022302462516e-16; 107/1000
Check failed for (fp64): alpha = 0.684867198482575; beta = 0.171216799620644; diff = 1.11022302462516e-16; 109/1000
Check failed for (fp64): alpha = 0.697433569096934; beta = 0.174358392274234; diff = 1.11022302462516e-16; 111/1000
Check failed for (fp64): alpha = 0.703716754404114; beta = 0.175929188601028; diff = 1.11022302462516e-16; 112/1000
Check failed for (fp64): alpha = 0.709999939711293; beta = 0.177499984927823; diff = 1.11022302462516e-16; 113/1000
Check failed for (fp64): alpha = 0.722566310325652; beta = 0.180641577581413; diff = 1.11022302462516e-16; 115/1000
Check failed for (fp64): alpha = 0.735132680940012; beta = 0.183783170235003; diff = 1.11022302462516e-16; 117/1000
Check failed for (fp64): alpha = 0.741415866247191; beta = 0.185353966561798; diff = 1.11022302462516e-16; 118/1000
Check failed for (fp64): alpha = 0.747699051554371; beta = 0.186924762888593; diff = 1.11022302462516e-16; 119/1000
Check failed for (fp64): alpha = 0.75398223686155; beta = 0.188495559215388; diff = 1.11022302462516e-16; 120/1000
Check failed for (fp64): alpha = 0.766548607475909; beta = 0.191637151868977; diff = 1.11022302462516e-16; 122/1000
Check failed for (fp64): alpha = 0.779114978090269; beta = 0.194778744522567; diff = 1.11022302462516e-16; 124/1000
Check failed for (fp64): alpha = 0.823097275240526; beta = 0.205774318810131; diff = 1.11022302462516e-16; 131/1000
Check failed for (fp64): alpha = 0.829380460547705; beta = 0.207345115136926; diff = 1.11022302462516e-16; 132/1000
Check failed for (fp64): alpha = 0.841946831162065; beta = 0.210486707790516; diff = 1.11022302462516e-16; 134/1000
Check failed for (fp64): alpha = 0.848230016469244; beta = 0.212057504117311; diff = 1.11022302462516e-16; 135/1000
Check failed for (fp64): alpha = 0.873362757697963; beta = 0.218340689424491; diff = 1.11022302462516e-16; 139/1000
Check failed for (fp64): alpha = 0.879645943005142; beta = 0.219911485751286; diff = 1.11022302462516e-16; 140/1000
Check failed for (fp64): alpha = 0.91106186954104; beta = 0.22776546738526; diff = 1.11022302462516e-16; 145/1000
Check failed for (fp64): alpha = 0.929911425462579; beta = 0.232477856365645; diff = 1.11022302462516e-16; 148/1000
Check failed for (fp64): alpha = 0.936194610769758; beta = 0.23404865269244; diff = 1.11022302462516e-16; 149/1000
Check failed for (fp64): alpha = 0.967610537305656; beta = 0.241902634326414; diff = 1.11022302462516e-16; 154/1000
Check failed for (fp64): alpha = 0.986460093227195; beta = 0.246615023306799; diff = 1.11022302462516e-16; 157/1000
Check failed for (fp64): alpha = 1.00530964914873; beta = 0.251327412287183; diff = 1.11022302462516e-16; 160/1000
Check failed for (fp64): alpha = 1.04929194629899; beta = 0.262322986574748; diff = 1.11022302462516e-16; 167/1000
Check failed for (fp64): alpha = 1.60221225333079; beta = 0.400553063332699; diff = 1.21430643318376e-16; 255/1000
Check failed for (fp64): alpha = 1.61477862394515; beta = 0.403694655986288; diff = 1.11022302462516e-16; 257/1000
Check failed for (fp64): alpha = 1.83469010969644; beta = 0.45867252742411; diff = 1.11022302462516e-16; 292/1000
Check failed for (fp64): alpha = 1.85982285092516; beta = 0.464955712731289; diff = 1.11022302462516e-16; 296/1000
Check failed for (fp64): alpha = 1.89123877746106; beta = 0.472809694365264; diff = 1.11022302462516e-16; 301/1000
Check failed for (fp64): alpha = 1.91008833338259; beta = 0.477522083345649; diff = 1.11022302462516e-16; 304/1000
Check failed for (fp64): alpha = 1.91637151868977; beta = 0.479092879672443; diff = 1.11022302462516e-16; 305/1000
