Check failed for (fp32): alpha = -6.283185; beta = -1.570796; diff = 1.192093e-07; -1000/1000
Check failed for (fp32): alpha = -4.002389; beta = -1.000597; diff = 1.192093e-07; -637/1000
Check failed for (fp32): alpha = -3.989823; beta = -0.9974557; diff = 1.192093e-07; -635/1000
Check failed for (fp32): alpha = -3.98354; beta = -0.9958849; diff = 1.192093e-07; -634/1000
Check failed for (fp32): alpha = -3.977257; beta = -0.9943141; diff = 2.384186e-07; -633/1000
Check failed for (fp32): alpha = -3.970973; beta = -0.9927434; diff = 2.384186e-07; -632/1000
Check failed for (fp32): alpha = -3.945841; beta = -0.9864601; diff = 1.192093e-07; -628/1000
Check failed for (fp32): alpha = -3.939557; beta = -0.9848893; diff = 2.384186e-07; -627/1000
Check failed for (fp32): alpha = -3.926991; beta = -0.9817477; diff = 1.192093e-07; -625/1000
Check failed for (fp32): alpha = -3.914425; beta = -0.9786062; diff = 1.192093e-07; -623/1000
Check failed for (fp32): alpha = -3.908141; beta = -0.9770353; diff = 1.192093e-07; -622/1000
Check failed for (fp32): alpha = -3.901858; beta = -0.9754645; diff = 1.192093e-07; -621/1000
Check failed for (fp32): alpha = -3.895575; beta = -0.9738938; diff = 1.192093e-07; -620/1000
Check failed for (fp32): alpha = -3.889292; beta = -0.972323; diff = 1.192093e-07; -619/1000
Check failed for (fp32): alpha = -3.864159; beta = -0.9660398; diff = 1.192093e-07; -615/1000
Check failed for (fp32): alpha = -3.857876; beta = -0.964469; diff = 2.384186e-07; -614/1000
Check failed for (fp32): alpha = -3.851593; beta = -0.9628981; diff = 1.192093e-07; -613/1000
Check failed for (fp32): alpha = -3.832743; beta = -0.9581858; diff = 1.192093e-07; -610/1000
Check failed for (fp32): alpha = -3.82646; beta = -0.956615; diff = 1.192093e-07; -609/1000
Check failed for (fp32): alpha = -3.820177; beta = -0.9550442; diff = 1.192093e-07; -608/1000
Check failed for (fp32): alpha = -3.807611; beta = -0.9519026; diff = 2.384186e-07; -606/1000
Check failed for (fp32): alpha = -3.801327; beta = -0.9503318; diff = 1.192093e-07; -605/1000
Check failed for (fp32): alpha = -3.788761; beta = -0.9471902; diff = 1.192093e-07; -603/1000
Check failed for (fp32): alpha = -3.782478; beta = -0.9456194; diff = 1.192093e-07; -602/1000
Check failed for (fp32): alpha = -3.776195; beta = -0.9440486; diff = 1.192093e-07; -601/1000
Check failed for (fp32): alpha = -3.763628; beta = -0.940907; diff = 2.384186e-07; -599/1000
Check failed for (fp32): alpha = -3.751062; beta = -0.9377654; diff = 1.192093e-07; -597/1000
Check failed for (fp32): alpha = -3.744779; beta = -0.9361947; diff = 2.384186e-07; -596/1000
Check failed for (fp32): alpha = -3.725929; beta = -0.9314823; diff = 1.192093e-07; -593/1000
Check failed for (fp32): alpha = -3.719646; beta = -0.9299114; diff = 1.192093e-07; -592/1000
Check failed for (fp32): alpha = -3.713363; beta = -0.9283407; diff = 1.192093e-07; -591/1000
Check failed for (fp32): alpha = -3.694513; beta = -0.9236283; diff = 1.192093e-07; -588/1000
Check failed for (fp32): alpha = -3.68823; beta = -0.9220575; diff = 1.192093e-07; -587/1000
Check failed for (fp32): alpha = -3.681947; beta = -0.9204867; diff = 1.192093e-07; -586/1000
Check failed for (fp32): alpha = -3.663097; beta = -0.9157743; diff = 1.192093e-07; -583/1000
Check failed for (fp32): alpha = -3.656814; beta = -0.9142035; diff = 1.192093e-07; -582/1000
Check failed for (fp32): alpha = -3.631681; beta = -0.9079203; diff = 1.192093e-07; -578/1000
Check failed for (fp32): alpha = -3.625398; beta = -0.9063495; diff = 1.192093e-07; -577/1000
Check failed for (fp32): alpha = -3.619115; beta = -0.9047787; diff = 2.384186e-07; -576/1000
Check failed for (fp32): alpha = -3.606549; beta = -0.9016371; diff = 1.192093e-07; -574/1000
Check failed for (fp32): alpha = -3.600265; beta = -0.9000663; diff = 2.384186e-07; -573/1000
Check failed for (fp32): alpha = -3.593982; beta = -0.8984956; diff = 2.384186e-07; -572/1000
Check failed for (fp32): alpha = -3.581416; beta = -0.8953539; diff = 1.192093e-07; -570/1000
Check failed for (fp32): alpha = -3.575133; beta = -0.8937832; diff = 2.384186e-07; -569/1000
Check failed for (fp32): alpha = -3.56885; beta = -0.8922124; diff = 1.192093e-07; -568/1000
Check failed for (fp32): alpha = -3.556283; beta = -0.8890707; diff = 1.192093e-07; -566/1000
Check failed for (fp32): alpha = -3.55; beta = -0.8874999; diff = 1.192093e-07; -565/1000
Check failed for (fp32): alpha = -3.543717; beta = -0.8859292; diff = 1.192093e-07; -564/1000
Check failed for (fp32): alpha = -3.537434; beta = -0.8843584; diff = 1.192093e-07; -563/1000
Check failed for (fp32): alpha = -3.524867; beta = -0.8812168; diff = 1.192093e-07; -561/1000
Check failed for (fp32): alpha = -3.518584; beta = -0.8796459; diff = 1.192093e-07; -560/1000
Check failed for (fp32): alpha = -3.512301; beta = -0.8780752; diff = 1.192093e-07; -559/1000
Check failed for (fp32): alpha = -3.506018; beta = -0.8765044; diff = 1.192093e-07; -558/1000
Check failed for (fp32): alpha = -3.493451; beta = -0.8733628; diff = 1.192093e-07; -556/1000
Check failed for (fp32): alpha = -3.474602; beta = -0.8686504; diff = 1.192093e-07; -553/1000
Check failed for (fp32): alpha = -3.462035; beta = -0.8655088; diff = 1.192093e-07; -551/1000
Check failed for (fp32): alpha = -3.455752; beta = -0.863938; diff = 1.192093e-07; -550/1000
Check failed for (fp32): alpha = -3.449469; beta = -0.8623673; diff = 1.192093e-07; -549/1000
Check failed for (fp32): alpha = -3.436902; beta = -0.8592256; diff = 1.192093e-07; -547/1000
Check failed for (fp32): alpha = -3.418053; beta = -0.8545133; diff = 1.192093e-07; -544/1000
Check failed for (fp32): alpha = -3.41177; beta = -0.8529424; diff = 1.192093e-07; -543/1000
Check failed for (fp32): alpha = -3.399203; beta = -0.8498008; diff = 2.384186e-07; -541/1000
Check failed for (fp32): alpha = -3.39292; beta = -0.8482301; diff = 1.192093e-07; -540/1000
Check failed for (fp32): alpha = -3.380354; beta = -0.8450884; diff = 2.384186e-07; -538/1000
Check failed for (fp32): alpha = -3.361504; beta = -0.8403761; diff = 1.192093e-07; -535/1000
Check failed for (fp32): alpha = -3.348938; beta = -0.8372344; diff = 1.192093e-07; -533/1000
Check failed for (fp32): alpha = -3.342655; beta = -0.8356637; diff = 2.384186e-07; -532/1000
Check failed for (fp32): alpha = -3.323805; beta = -0.8309513; diff = 1.192093e-07; -529/1000
Check failed for (fp32): alpha = -3.317522; beta = -0.8293805; diff = 1.192093e-07; -528/1000
Check failed for (fp32): alpha = -3.304956; beta = -0.8262389; diff = 1.192093e-07; -526/1000
Check failed for (fp32): alpha = -3.279823; beta = -0.8199557; diff = 1.192093e-07; -522/1000
Check failed for (fp32): alpha = -3.27354; beta = -0.8183849; diff = 1.192093e-07; -521/1000
Check failed for (fp32): alpha = -3.267256; beta = -0.8168141; diff = 1.192093e-07; -520/1000
Check failed for (fp32): alpha = -3.242124; beta = -0.8105309; diff = 1.192093e-07; -516/1000
Check failed for (fp32): alpha = -3.23584; beta = -0.8089601; diff = 1.192093e-07; -515/1000
Check failed for (fp32): alpha = -3.210708; beta = -0.8026769; diff = 1.192093e-07; -511/1000
Check failed for (fp32): alpha = -3.204425; beta = -0.8011062; diff = 1.192093e-07; -510/1000
Check failed for (fp32): alpha = -3.198141; beta = -0.7995353; diff = 1.192093e-07; -509/1000
Check failed for (fp32): alpha = -3.191858; beta = -0.7979646; diff = 1.192093e-07; -508/1000
Check failed for (fp32): alpha = -3.185575; beta = -0.7963938; diff = 1.192093e-07; -507/1000
Check failed for (fp32): alpha = -3.166726; beta = -0.7916814; diff = 1.192093e-07; -504/1000
Check failed for (fp32): alpha = -3.160442; beta = -0.7901106; diff = 1.192093e-07; -503/1000
Check failed for (fp32): alpha = -3.154159; beta = -0.7885398; diff = 1.192093e-07; -502/1000
Check failed for (fp32): alpha = -3.141593; beta = -0.7853982; diff = 1.192093e-07; -500/1000
Check failed for (fp32): alpha = -3.13531; beta = -0.7838274; diff = 1.192093e-07; -499/1000
Check failed for (fp32): alpha = -3.129026; beta = -0.7822566; diff = 1.192093e-07; -498/1000
Check failed for (fp32): alpha = -3.122743; beta = -0.7806858; diff = 1.192093e-07; -497/1000
Check failed for (fp32): alpha = -3.11646; beta = -0.779115; diff = 1.192093e-07; -496/1000
Check failed for (fp32): alpha = -3.110177; beta = -0.7775442; diff = 1.192093e-07; -495/1000
Check failed for (fp32): alpha = -3.078761; beta = -0.7696902; diff = 1.192093e-07; -490/1000
Check failed for (fp32): alpha = -3.072478; beta = -0.7681194; diff = 1.192093e-07; -489/1000
Check failed for (fp32): alpha = -3.053628; beta = -0.7634071; diff = 1.192093e-07; -486/1000
Check failed for (fp32): alpha = -3.041062; beta = -0.7602654; diff = 1.192093e-07; -484/1000
Check failed for (fp32): alpha = -3.034779; beta = -0.7586946; diff = 1.192093e-07; -483/1000
Check failed for (fp32): alpha = -3.028495; beta = -0.7571238; diff = 2.384186e-07; -482/1000
Check failed for (fp32): alpha = -3.022212; beta = -0.7555531; diff = 1.192093e-07; -481/1000
Check failed for (fp32): alpha = -3.015929; beta = -0.7539822; diff = 1.192093e-07; -480/1000
Check failed for (fp32): alpha = -2.984513; beta = -0.7461283; diff = 1.192093e-07; -475/1000
Check failed for (fp32): alpha = -2.97823; beta = -0.7445575; diff = 1.192093e-07; -474/1000
Check failed for (fp32): alpha = -2.965664; beta = -0.7414159; diff = 1.192093e-07; -472/1000
Check failed for (fp32): alpha = -2.953097; beta = -0.7382743; diff = 1.192093e-07; -470/1000
Check failed for (fp32): alpha = -2.934248; beta = -0.7335619; diff = 1.192093e-07; -467/1000
Check failed for (fp32): alpha = -2.927964; beta = -0.7319911; diff = 1.192093e-07; -466/1000
Check failed for (fp32): alpha = -2.909115; beta = -0.7272787; diff = 1.192093e-07; -463/1000
Check failed for (fp32): alpha = -2.890265; beta = -0.7225664; diff = 1.192093e-07; -460/1000
Check failed for (fp32): alpha = -2.883982; beta = -0.7209955; diff = 1.192093e-07; -459/1000
Check failed for (fp32): alpha = -2.877699; beta = -0.7194247; diff = 1.192093e-07; -458/1000
Check failed for (fp32): alpha = -2.871416; beta = -0.7178539; diff = 1.192093e-07; -457/1000
Check failed for (fp32): alpha = -2.85885; beta = -0.7147124; diff = 1.192093e-07; -455/1000
Check failed for (fp32): alpha = -2.846283; beta = -0.7115708; diff = 1.192093e-07; -453/1000
Check failed for (fp32): alpha = -2.84; beta = -0.7099999; diff = 1.192093e-07; -452/1000
Check failed for (fp32): alpha = -2.827433; beta = -0.7068583; diff = 1.192093e-07; -450/1000
Check failed for (fp32): alpha = -2.82115; beta = -0.7052876; diff = 1.192093e-07; -449/1000
Check failed for (fp32): alpha = -2.814867; beta = -0.7037168; diff = 1.192093e-07; -448/1000
Check failed for (fp32): alpha = -2.808584; beta = -0.702146; diff = 1.192093e-07; -447/1000
Check failed for (fp32): alpha = -2.802301; beta = -0.7005752; diff = 1.192093e-07; -446/1000
Check failed for (fp32): alpha = -2.789734; beta = -0.6974336; diff = 1.192093e-07; -444/1000
Check failed for (fp32): alpha = -2.758318; beta = -0.6895796; diff = 1.192093e-07; -439/1000
Check failed for (fp32): alpha = -2.752035; beta = -0.6880088; diff = 1.192093e-07; -438/1000
Check failed for (fp32): alpha = -2.745752; beta = -0.686438; diff = 1.192093e-07; -437/1000
Check failed for (fp32): alpha = -2.739469; beta = -0.6848672; diff = 1.192093e-07; -436/1000
Check failed for (fp32): alpha = -2.733186; beta = -0.6832964; diff = 1.192093e-07; -435/1000
Check failed for (fp32): alpha = -2.726902; beta = -0.6817256; diff = 2.384186e-07; -434/1000
Check failed for (fp32): alpha = -2.714336; beta = -0.678584; diff = 1.192093e-07; -432/1000
Check failed for (fp32): alpha = -2.708053; beta = -0.6770132; diff = 1.192093e-07; -431/1000
Check failed for (fp32): alpha = -2.70177; beta = -0.6754425; diff = 1.192093e-07; -430/1000
Check failed for (fp32): alpha = -2.670354; beta = -0.6675885; diff = 1.192093e-07; -425/1000
Check failed for (fp32): alpha = -2.638938; beta = -0.6597344; diff = 1.192093e-07; -420/1000
Check failed for (fp32): alpha = -2.632655; beta = -0.6581637; diff = 1.192093e-07; -419/1000
Check failed for (fp32): alpha = -2.626372; beta = -0.6565929; diff = 1.192093e-07; -418/1000
Check failed for (fp32): alpha = -2.607522; beta = -0.6518805; diff = 1.192093e-07; -415/1000
Check failed for (fp32): alpha = -2.601239; beta = -0.6503097; diff = 1.192093e-07; -414/1000
Check failed for (fp32): alpha = -2.594955; beta = -0.6487389; diff = 1.192093e-07; -413/1000
Check failed for (fp32): alpha = -2.582389; beta = -0.6455973; diff = 1.192093e-07; -411/1000
Check failed for (fp32): alpha = -2.576106; beta = -0.6440265; diff = 1.192093e-07; -410/1000
Check failed for (fp32): alpha = -2.569823; beta = -0.6424558; diff = 1.192093e-07; -409/1000
Check failed for (fp32): alpha = -2.557256; beta = -0.6393141; diff = 1.192093e-07; -407/1000
Check failed for (fp32): alpha = -2.54469; beta = -0.6361725; diff = 1.192093e-07; -405/1000
Check failed for (fp32): alpha = -2.525841; beta = -0.6314601; diff = 1.192093e-07; -402/1000
Check failed for (fp32): alpha = -2.513274; beta = -0.6283185; diff = 1.192093e-07; -400/1000
Check failed for (fp32): alpha = -2.506991; beta = -0.6267477; diff = 1.192093e-07; -399/1000
Check failed for (fp32): alpha = -2.488142; beta = -0.6220354; diff = 1.192093e-07; -396/1000
Check failed for (fp32): alpha = -2.481858; beta = -0.6204646; diff = 1.192093e-07; -395/1000
Check failed for (fp32): alpha = -2.463009; beta = -0.6157522; diff = 1.192093e-07; -392/1000
Check failed for (fp32): alpha = -2.456726; beta = -0.6141814; diff = 1.192093e-07; -391/1000
Check failed for (fp32): alpha = -2.450442; beta = -0.6126106; diff = 1.192093e-07; -390/1000
Check failed for (fp32): alpha = -2.444159; beta = -0.6110398; diff = 1.192093e-07; -389/1000
Check failed for (fp32): alpha = -2.437876; beta = -0.609469; diff = 1.192093e-07; -388/1000
Check failed for (fp32): alpha = -2.431593; beta = -0.6078982; diff = 1.192093e-07; -387/1000
Check failed for (fp32): alpha = -2.412743; beta = -0.6031858; diff = 1.192093e-07; -384/1000
Check failed for (fp32): alpha = -2.38761; beta = -0.5969026; diff = 1.192093e-07; -380/1000
Check failed for (fp32): alpha = -2.381327; beta = -0.5953318; diff = 1.192093e-07; -379/1000
Check failed for (fp32): alpha = -2.368761; beta = -0.5921903; diff = 1.192093e-07; -377/1000
Check failed for (fp32): alpha = -2.349911; beta = -0.5874779; diff = 1.192093e-07; -374/1000
Check failed for (fp32): alpha = -2.337345; beta = -0.5843363; diff = 1.192093e-07; -372/1000
Check failed for (fp32): alpha = -2.331062; beta = -0.5827655; diff = 1.192093e-07; -371/1000
Check failed for (fp32): alpha = -2.324779; beta = -0.5811946; diff = 1.192093e-07; -370/1000
Check failed for (fp32): alpha = -2.318495; beta = -0.5796238; diff = 1.192093e-07; -369/1000
Check failed for (fp32): alpha = -2.280796; beta = -0.5701991; diff = 1.192093e-07; -363/1000
Check failed for (fp32): alpha = -2.26823; beta = -0.5670575; diff = 2.384186e-07; -361/1000
Check failed for (fp32): alpha = -2.243097; beta = -0.5607743; diff = 1.192093e-07; -357/1000
Check failed for (fp32): alpha = -2.236814; beta = -0.5592035; diff = 1.192093e-07; -356/1000
Check failed for (fp32): alpha = -2.205398; beta = -0.5513495; diff = 1.192093e-07; -351/1000
Check failed for (fp32): alpha = -2.199115; beta = -0.5497787; diff = 1.192093e-07; -350/1000
Check failed for (fp32): alpha = -2.192832; beta = -0.5482079; diff = 1.192093e-07; -349/1000
Check failed for (fp32): alpha = -2.180265; beta = -0.5450664; diff = 1.192093e-07; -347/1000
Check failed for (fp32): alpha = -2.173982; beta = -0.5434955; diff = 1.192093e-07; -346/1000
Check failed for (fp32): alpha = -2.167699; beta = -0.5419248; diff = 1.192093e-07; -345/1000
Check failed for (fp32): alpha = -2.161416; beta = -0.540354; diff = 1.192093e-07; -344/1000
Check failed for (fp32): alpha = -2.136283; beta = -0.5340708; diff = 1.192093e-07; -340/1000
Check failed for (fp32): alpha = -2.13; beta = -0.5325; diff = 1.192093e-07; -339/1000
Check failed for (fp32): alpha = -2.117434; beta = -0.5293584; diff = 1.192093e-07; -337/1000
Check failed for (fp32): alpha = -2.11115; beta = -0.5277876; diff = 1.192093e-07; -336/1000
Check failed for (fp32): alpha = -2.098584; beta = -0.524646; diff = 1.192093e-07; -334/1000
Check failed for (fp32): alpha = -2.054602; beta = -0.5136504; diff = 1.192093e-07; -327/1000
Check failed for (fp32): alpha = -2.048318; beta = -0.5120796; diff = 1.192093e-07; -326/1000
Check failed for (fp32): alpha = -2.035752; beta = -0.508938; diff = 1.192093e-07; -324/1000
Check failed for (fp32): alpha = -2.004336; beta = -0.501084; diff = 1.192093e-07; -319/1000
Check failed for (fp32): alpha = -1.998053; beta = -0.4995132; diff = 1.192093e-07; -318/1000
Check failed for (fp32): alpha = -1.99177; beta = -0.4979424; diff = 1.192093e-07; -317/1000
Check failed for (fp32): alpha = -1.966637; beta = -0.4916593; diff = 1.192093e-07; -313/1000
Check failed for (fp32): alpha = -1.954071; beta = -0.4885176; diff = 1.192093e-07; -311/1000
Check failed for (fp32): alpha = -1.928938; beta = -0.4822345; diff = 1.192093e-07; -307/1000
Check failed for (fp32): alpha = -1.903805; beta = -0.4759513; diff = 1.192093e-07; -303/1000
Check failed for (fp32): alpha = -1.897522; beta = -0.4743805; diff = 1.192093e-07; -302/1000
Check failed for (fp32): alpha = -1.878672; beta = -0.4696681; diff = 1.192093e-07; -299/1000
Check failed for (fp32): alpha = -1.859823; beta = -0.4649557; diff = 1.192093e-07; -296/1000
Check failed for (fp32): alpha = -1.83469; beta = -0.4586725; diff = 1.192093e-07; -292/1000
Check failed for (fp32): alpha = -1.796991; beta = -0.4492478; diff = 1.192093e-07; -286/1000
Check failed for (fp32): alpha = -1.765575; beta = -0.4413938; diff = 1.192093e-07; -281/1000
Check failed for (fp32): alpha = -1.734159; beta = -0.4335398; diff = 1.192093e-07; -276/1000
Check failed for (fp32): alpha = -1.702743; beta = -0.4256858; diff = 1.192093e-07; -271/1000
Check failed for (fp32): alpha = -1.690177; beta = -0.4225442; diff = 1.192093e-07; -269/1000
Check failed for (fp32): alpha = -1.677611; beta = -0.4194026; diff = 1.192093e-07; -267/1000
Check failed for (fp32): alpha = -1.665044; beta = -0.416261; diff = 1.192093e-07; -265/1000
Check failed for (fp32): alpha = -1.658761; beta = -0.4146902; diff = 1.192093e-07; -264/1000
Check failed for (fp32): alpha = -1.652478; beta = -0.4131195; diff = 5.960464e-08; -263/1000
Check failed for (fp32): alpha = -1.627345; beta = -0.4068363; diff = 5.960464e-08; -259/1000
Check failed for (fp32): alpha = -1.614779; beta = -0.4036947; diff = 5.960464e-08; -257/1000
Check failed for (fp32): alpha = -1.608496; beta = -0.4021239; diff = 1.192093e-07; -256/1000
Check failed for (fp32): alpha = -1.602212; beta = -0.4005531; diff = 5.960464e-08; -255/1000
Check failed for (fp32): alpha = -1.595929; beta = -0.3989823; diff = 5.960464e-08; -254/1000
Check failed for (fp32): alpha = -1.583363; beta = -0.3958407; diff = 5.960464e-08; -252/1000
Check failed for (fp32): alpha = -1.570796; beta = -0.3926991; diff = 5.960464e-08; -250/1000
Check failed for (fp32): alpha = -1.564513; beta = -0.3911283; diff = 5.960464e-08; -249/1000
Check failed for (fp32): alpha = -1.55823; beta = -0.3895575; diff = 5.960464e-08; -248/1000
Check failed for (fp32): alpha = -1.545664; beta = -0.3864159; diff = 5.960464e-08; -246/1000
Check failed for (fp32): alpha = -1.53938; beta = -0.3848451; diff = 5.960464e-08; -245/1000
Check failed for (fp32): alpha = -1.533097; beta = -0.3832743; diff = 5.960464e-08; -244/1000
Check failed for (fp32): alpha = -1.526814; beta = -0.3817035; diff = 5.960464e-08; -243/1000
Check failed for (fp32): alpha = -1.501681; beta = -0.3754203; diff = 5.960464e-08; -239/1000
Check failed for (fp32): alpha = -1.482832; beta = -0.370708; diff = 5.960464e-08; -236/1000
Check failed for (fp32): alpha = -1.463982; beta = -0.3659956; diff = 5.960464e-08; -233/1000
Check failed for (fp32): alpha = -1.451416; beta = -0.362854; diff = 5.960464e-08; -231/1000
Check failed for (fp32): alpha = -1.445133; beta = -0.3612832; diff = 5.960464e-08; -230/1000
Check failed for (fp32): alpha = -1.438849; beta = -0.3597124; diff = 5.960464e-08; -229/1000
Check failed for (fp32): alpha = -1.426283; beta = -0.3565708; diff = 5.960464e-08; -227/1000
Check failed for (fp32): alpha = -1.40115; beta = -0.3502876; diff = 5.960464e-08; -223/1000
Check failed for (fp32): alpha = -1.369734; beta = -0.3424336; diff = 5.960464e-08; -218/1000
Check failed for (fp32): alpha = -1.363451; beta = -0.3408628; diff = 5.960464e-08; -217/1000
Check failed for (fp32): alpha = -1.357168; beta = -0.339292; diff = 5.960464e-08; -216/1000
Check failed for (fp32): alpha = -1.338318; beta = -0.3345796; diff = 5.960464e-08; -213/1000
Check failed for (fp32): alpha = -1.325752; beta = -0.331438; diff = 5.960464e-08; -211/1000
Check failed for (fp32): alpha = -1.288053; beta = -0.3220133; diff = 5.960464e-08; -205/1000
Check failed for (fp32): alpha = -1.237787; beta = -0.3094469; diff = 5.960464e-08; -197/1000
Check failed for (fp32): alpha = -1.206372; beta = -0.3015929; diff = 1.192093e-07; -192/1000
Check failed for (fp32): alpha = -1.149823; beta = -0.2874557; diff = 5.960464e-08; -183/1000
Check failed for (fp32): alpha = -1.137257; beta = -0.2843141; diff = 5.960464e-08; -181/1000
Check failed for (fp32): alpha = -1.130973; beta = -0.2827434; diff = 5.960464e-08; -180/1000
Check failed for (fp32): alpha = -1.12469; beta = -0.2811725; diff = 5.960464e-08; -179/1000
Check failed for (fp32): alpha = -1.118407; beta = -0.2796018; diff = 5.960464e-08; -178/1000
Check failed for (fp32): alpha = -1.049292; beta = -0.262323; diff = 5.960464e-08; -167/1000
Check failed for (fp32): alpha = -1.011593; beta = -0.2528982; diff = 5.960464e-08; -161/1000
Check failed for (fp32): alpha = -0.9927434; beta = -0.2481858; diff = 5.960464e-08; -158/1000
Check failed for (fp32): alpha = -0.8859292; beta = -0.2214823; diff = 8.940697e-08; -141/1000
Check failed for (fp32): alpha = -0.8356637; beta = -0.2089159; diff = 5.960464e-08; -133/1000
Check failed for (fp32): alpha = -0.8293805; beta = -0.2073451; diff = 5.960464e-08; -132/1000
Check failed for (fp32): alpha = -0.8230973; beta = -0.2057743; diff = 5.960464e-08; -131/1000
Check failed for (fp32): alpha = -0.8105309; beta = -0.2026327; diff = 5.960464e-08; -129/1000
Check failed for (fp32): alpha = -0.8042478; beta = -0.2010619; diff = 5.960464e-08; -128/1000
Check failed for (fp32): alpha = -0.5152212; beta = -0.1288053; diff = 6.705523e-08; -82/1000
Check failed for (fp32): alpha = 0.5152212; beta = 0.1288053; diff = 6.705523e-08; 82/1000
Check failed for (fp32): alpha = 0.8042478; beta = 0.2010619; diff = 5.960464e-08; 128/1000
Check failed for (fp32): alpha = 0.8105309; beta = 0.2026327; diff = 5.960464e-08; 129/1000
Check failed for (fp32): alpha = 0.8230973; beta = 0.2057743; diff = 5.960464e-08; 131/1000
Check failed for (fp32): alpha = 0.8293805; beta = 0.2073451; diff = 5.960464e-08; 132/1000
Check failed for (fp32): alpha = 0.8356637; beta = 0.2089159; diff = 5.960464e-08; 133/1000
Check failed for (fp32): alpha = 0.8859292; beta = 0.2214823; diff = 8.940697e-08; 141/1000
Check failed for (fp32): alpha = 0.9927434; beta = 0.2481858; diff = 5.960464e-08; 158/1000
Check failed for (fp32): alpha = 1.011593; beta = 0.2528982; diff = 5.960464e-08; 161/1000
Check failed for (fp32): alpha = 1.049292; beta = 0.262323; diff = 5.960464e-08; 167/1000
Check failed for (fp32): alpha = 1.118407; beta = 0.2796018; diff = 5.960464e-08; 178/1000
Check failed for (fp32): alpha = 1.12469; beta = 0.2811725; diff = 5.960464e-08; 179/1000
Check failed for (fp32): alpha = 1.130973; beta = 0.2827434; diff = 5.960464e-08; 180/1000
Check failed for (fp32): alpha = 1.137257; beta = 0.2843141; diff = 5.960464e-08; 181/1000
Check failed for (fp32): alpha = 1.149823; beta = 0.2874557; diff = 5.960464e-08; 183/1000
Check failed for (fp32): alpha = 1.206372; beta = 0.3015929; diff = 1.192093e-07; 192/1000
Check failed for (fp32): alpha = 1.237787; beta = 0.3094469; diff = 5.960464e-08; 197/1000
Check failed for (fp32): alpha = 1.288053; beta = 0.3220133; diff = 5.960464e-08; 205/1000
Check failed for (fp32): alpha = 1.325752; beta = 0.331438; diff = 5.960464e-08; 211/1000
Check failed for (fp32): alpha = 1.338318; beta = 0.3345796; diff = 5.960464e-08; 213/1000
Check failed for (fp32): alpha = 1.357168; beta = 0.339292; diff = 5.960464e-08; 216/1000
Check failed for (fp32): alpha = 1.363451; beta = 0.3408628; diff = 5.960464e-08; 217/1000
Check failed for (fp32): alpha = 1.369734; beta = 0.3424336; diff = 5.960464e-08; 218/1000
Check failed for (fp32): alpha = 1.40115; beta = 0.3502876; diff = 5.960464e-08; 223/1000
Check failed for (fp32): alpha = 1.426283; beta = 0.3565708; diff = 5.960464e-08; 227/1000
Check failed for (fp32): alpha = 1.438849; beta = 0.3597124; diff = 5.960464e-08; 229/1000
Check failed for (fp32): alpha = 1.445133; beta = 0.3612832; diff = 5.960464e-08; 230/1000
Check failed for (fp32): alpha = 1.451416; beta = 0.362854; diff = 5.960464e-08; 231/1000
Check failed for (fp32): alpha = 1.463982; beta = 0.3659956; diff = 5.960464e-08; 233/1000
Check failed for (fp32): alpha = 1.482832; beta = 0.370708; diff = 5.960464e-08; 236/1000
Check failed for (fp32): alpha = 1.501681; beta = 0.3754203; diff = 5.960464e-08; 239/1000
Check failed for (fp32): alpha = 1.526814; beta = 0.3817035; diff = 5.960464e-08; 243/1000
Check failed for (fp32): alpha = 1.533097; beta = 0.3832743; diff = 5.960464e-08; 244/1000
Check failed for (fp32): alpha = 1.53938; beta = 0.3848451; diff = 5.960464e-08; 245/1000
Check failed for (fp32): alpha = 1.545664; beta = 0.3864159; diff = 5.960464e-08; 246/1000
Check failed for (fp32): alpha = 1.55823; beta = 0.3895575; diff = 5.960464e-08; 248/1000
Check failed for (fp32): alpha = 1.564513; beta = 0.3911283; diff = 5.960464e-08; 249/1000
Check failed for (fp32): alpha = 1.570796; beta = 0.3926991; diff = 5.960464e-08; 250/1000
Check failed for (fp32): alpha = 1.583363; beta = 0.3958407; diff = 5.960464e-08; 252/1000
Check failed for (fp32): alpha = 1.595929; beta = 0.3989823; diff = 5.960464e-08; 254/1000
Check failed for (fp32): alpha = 1.602212; beta = 0.4005531; diff = 5.960464e-08; 255/1000
Check failed for (fp32): alpha = 1.608496; beta = 0.4021239; diff = 1.192093e-07; 256/1000
Check failed for (fp32): alpha = 1.614779; beta = 0.4036947; diff = 5.960464e-08; 257/1000
Check failed for (fp32): alpha = 1.627345; beta = 0.4068363; diff = 5.960464e-08; 259/1000
Check failed for (fp32): alpha = 1.652478; beta = 0.4131195; diff = 5.960464e-08; 263/1000
Check failed for (fp32): alpha = 1.658761; beta = 0.4146902; diff = 1.192093e-07; 264/1000
Check failed for (fp32): alpha = 1.665044; beta = 0.416261; diff = 1.192093e-07; 265/1000
Check failed for (fp32): alpha = 1.677611; beta = 0.4194026; diff = 1.192093e-07; 267/1000
Check failed for (fp32): alpha = 1.690177; beta = 0.4225442; diff = 1.192093e-07; 269/1000
Check failed for (fp32): alpha = 1.702743; beta = 0.4256858; diff = 1.192093e-07; 271/1000
